module_index,module_name,layer,layer_bucket,module_type,module_family,out_features,in_features,numel,method,output_mse,output_rel_mse,output_rmse_over_rms,output_max_abs_error,output_ref_rms,batch_size,quality_formula,quality_model_variant,quality_source_method,quality_local_error_metric,quality_cost,global_coef,layer_coef,type_coef,latency_source,prefill_ms,latency_cost,supported,latency_reason,latency_gain_vs_dense,quality_delta_vs_dense
3,model.language_model.layers.0.self_attn.v_proj,0,layers_00_07,v_proj,attention,4096,4096,16777216,sparse_bf16,3.894746441801544e-06,0.0008890640991165808,0.029817177920061128,0.09375,0.06618705504459671,16,global_coef_final_layer_type,final_layer_type,sparse_bf16,output_rel_mse,3.946093470232992e-06,0.04986100643873215,0.6621958017349243,0.13442710041999817,latency_model,1.257995,1.257995,True,,1.1833630000000002,3.946093470232992e-06
3,model.language_model.layers.0.self_attn.v_proj,0,layers_00_07,v_proj,attention,4096,4096,16777216,sparse_nvfp4,5.092558785690926e-05,0.011624918994480808,0.1078189176094845,0.2734375,0.06618705504459671,16,global_coef_final_layer_type,final_layer_type,sparse_nvfp4,output_rel_mse,0.0011011938692650708,0.20809470117092133,0.5963999629020691,0.7632647752761841,latency_model,1.8060494999999999,1.8060494999999999,True,,0.6353085000000003,0.0011011938692650708
4,model.language_model.layers.0.self_attn.o_proj,0,layers_00_07,o_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0,16,global_coef_final_layer_type,dense_zero,dense_bf16,output_rel_mse,0.0,,,,latency_model,2.441358,2.441358,True,,0.0,0.0
4,model.language_model.layers.0.self_attn.o_proj,0,layers_00_07,o_proj,attention,4096,4096,16777216,dense_nvfp4,6.726275501023338e-07,0.006150176815071099,0.07842306303040643,0.0546875,0.010457876887665427,16,global_coef_final_layer_type,final_layer_type,dense_nvfp4,output_rel_mse,5.407559666705143e-05,0.029496945440769196,0.6698176264762878,0.4450205862522125,latency_model,1.969835,1.969835,True,,0.47152300000000014,5.407559666705143e-05
4,model.language_model.layers.0.self_attn.o_proj,0,layers_00_07,o_proj,attention,4096,4096,16777216,sparse_bf16,1.030208636620955e-06,0.009419723100352119,0.09705525797375493,0.0537109375,0.010457876887665427,16,global_coef_final_layer_type,final_layer_type,sparse_bf16,output_rel_mse,5.1029926401076045e-05,0.04986100643873215,0.6621958017349243,0.16407383978366852,latency_model,1.257995,1.257995,True,,1.1833630000000002,5.1029926401076045e-05
4,model.language_model.layers.0.self_attn.o_proj,0,layers_00_07,o_proj,attention,4096,4096,16777216,sparse_nvfp4,2.9412344701995607e-06,0.02689320715982743,0.16399148502232497,0.095703125,0.010457876887665427,16,global_coef_final_layer_type,final_layer_type,sparse_nvfp4,output_rel_mse,0.0007033602534061866,0.20809470117092133,0.5963999629020691,0.21073496341705322,latency_model,1.8060494999999999,1.8060494999999999,True,,0.6353085000000003,0.0007033602534061866
5,model.language_model.layers.0.mlp.gate_proj,0,layers_00_07,gate_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0,16,global_coef_final_layer_type,dense_zero,dense_bf16,output_rel_mse,0.0,,,,latency_model,6.993269319161178,6.993269319161178,True,,0.0,0.0
5,model.language_model.layers.0.mlp.gate_proj,0,layers_00_07,gate_proj,mlp,11008,4096,45088768,dense_nvfp4,7.208984607132152e-05,0.009314749231170413,0.09651294851557699,0.203125,0.08797341791713087,16,global_coef_final_layer_type,final_layer_type,dense_nvfp4,output_rel_mse,8.86327573644213e-05,0.029496945440769196,0.6698176264762878,0.48160332441329956,latency_model,3.0619853161530486,3.0619853161530486,True,,3.9312840030081295,8.86327573644213e-05
5,model.language_model.layers.0.mlp.gate_proj,0,layers_00_07,gate_proj,mlp,11008,4096,45088768,sparse_bf16,0.00022951785649638623,0.029656066614769567,0.17220936854529595,0.40625,0.08797341791713087,16,global_coef_final_layer_type,final_layer_type,sparse_bf16,output_rel_mse,0.0001705239835220043,0.04986100643873215,0.6621958017349243,0.17415039241313934,latency_model,3.3904291110950173,3.3904291110950173,True,,3.602840208066161,0.0001705239835220043
5,model.language_model.layers.0.mlp.gate_proj,0,layers_00_07,gate_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.0004654096846934408,0.06013571590080137,0.24522584672256995,0.6953125,0.08797341791713087,16,global_coef_final_layer_type,final_layer_type,sparse_nvfp4,output_rel_mse,0.001245156252446616,0.20809470117092133,0.5963999629020691,0.16683714091777802,latency_model,2.5708457841501398,2.5708457841501398,True,,4.422423535011038,0.001245156252446616
6,model.language_model.layers.0.mlp.up_proj,0,layers_00_07,up_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0,16,global_coef_final_layer_type,dense_zero,dense_bf16,output_rel_mse,0.0,,,,latency_model,6.993269319161178,6.993269319161178,True,,0.0,0.0
6,model.language_model.layers.0.mlp.up_proj,0,layers_00_07,up_proj,mlp,11008,4096,45088768,dense_nvfp4,6.578531611012295e-05,0.011453170698853685,0.10701948747239301,0.0545654296875,0.07578820412966353,16,global_coef_final_layer_type,final_layer_type,dense_nvfp4,output_rel_mse,0.00010022971718932794,0.029496945440769196,0.6698176264762878,0.4429320991039276,latency_model,3.0619853161530486,3.0619853161530486,True,,3.9312840030081295,0.00010022971718932794
6,model.language_model.layers.0.mlp.up_proj,0,layers_00_07,up_proj,mlp,11008,4096,45088768,sparse_bf16,0.0002201238094130531,0.03832337842489575,0.1957635778813203,0.1953125,0.07578820412966353,16,global_coef_final_layer_type,final_layer_type,sparse_bf16,output_rel_mse,0.00017504107475459137,0.04986100643873215,0.6621958017349243,0.13833393156528473,latency_model,3.3904291110950173,3.3904291110950173,True,,3.602840208066161,0.00017504107475459137
6,model.language_model.layers.0.mlp.up_proj,0,layers_00_07,up_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.0004449491389095783,0.07746528772026655,0.27832586606398363,0.33984375,0.07578820412966353,16,global_coef_final_layer_type,final_layer_type,sparse_nvfp4,output_rel_mse,0.001990441097947077,0.20809470117092133,0.5963999629020691,0.2070349007844925,latency_model,2.5708457841501398,2.5708457841501398,True,,4.422423535011038,0.001990441097947077
7,model.language_model.layers.0.mlp.down_proj,0,layers_00_07,down_proj,mlp,4096,11008,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0,16,global_coef_final_layer_type,dense_zero,dense_bf16,output_rel_mse,0.0,,,,latency_model,7.019237382643977,7.019237382643977,True,,0.0,0.0
7,model.language_model.layers.0.mlp.down_proj,0,layers_00_07,down_proj,mlp,4096,11008,45088768,dense_nvfp4,3.467704118520487e-06,0.007263334732159616,0.08522520010043752,0.0859375,0.021850077793670077,16,global_coef_final_layer_type,final_layer_type,dense_nvfp4,output_rel_mse,6.379320621950701e-05,0.029496945440769196,0.6698176264762878,0.4445337653160095,latency_model,4.934856405513043,4.934856405513043,True,,2.0843809771309347,6.379320621950701e-05
7,model.language_model.layers.0.mlp.down_proj,0,layers_00_07,down_proj,mlp,4096,11008,45088768,sparse_bf16,1.5984566061888472e-06,0.0033480726696298864,0.0578625325200158,0.046875,0.021850077793670077,16,global_coef_final_layer_type,final_layer_type,sparse_bf16,output_rel_mse,2.1117013056386377e-05,0.04986100643873215,0.6621958017349243,0.19102497398853302,latency_model,3.4039856523906575,3.4039856523906575,True,,3.61525173025332,2.1117013056386377e-05
7,model.language_model.layers.0.mlp.down_proj,0,layers_00_07,down_proj,mlp,4096,11008,45088768,sparse_nvfp4,7.238482794491574e-06,0.015161479091763472,0.12313195804405724,0.1015625,0.021850077793670077,16,global_coef_final_layer_type,final_layer_type,sparse_nvfp4,output_rel_mse,0.00047661212644512635,0.20809470117092133,0.5963999629020691,0.2532939910888672,latency_model,4.5866232192169125,4.5866232192169125,True,,2.432614163427065,0.00047661212644512635
8,model.language_model.layers.1.self_attn.q_proj,1,layers_00_07,q_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0,16,global_coef_final_layer_type,dense_zero,dense_bf16,output_rel_mse,0.0,,,,latency_model,2.441358,2.441358,True,,0.0,0.0
8,model.language_model.layers.1.self_attn.q_proj,1,layers_00_07,q_proj,attention,4096,4096,16777216,dense_nvfp4,0.0013323674211278558,0.0020095696650100814,0.04482822397787003,0.33203125,0.814255065986538,16,global_coef_final_layer_type,final_layer_type,dense_nvfp4,output_rel_mse,2.300348136399596e-05,0.029496945440769196,0.6525464653968811,0.5947055816650391,latency_model,1.969835,1.969835,True,,0.47152300000000014,2.300348136399596e-05
8,model.language_model.layers.1.self_attn.q_proj,1,layers_00_07,q_proj,attention,4096,4096,16777216,sparse_bf16,0.0012104305205866694,0.0018256559093243628,0.042727694874921146,0.4326171875,0.814255065986538,16,global_coef_final_layer_type,final_layer_type,sparse_bf16,output_rel_mse,2.0362372168382506e-05,0.04986100643873215,0.6562238335609436,0.3408759832382202,latency_model,1.257995,1.257995,True,,1.1833630000000002,2.0362372168382506e-05
8,model.language_model.layers.1.self_attn.q_proj,1,layers_00_07,q_proj,attention,4096,4096,16777216,sparse_nvfp4,0.004651240073144436,0.007015325358044296,0.08375753911167816,0.720703125,0.814255065986538,16,global_coef_final_layer_type,final_layer_type,sparse_nvfp4,output_rel_mse,0.0004934180316457485,0.20809470117092133,0.7998782396316528,0.422554075717926,latency_model,1.8060494999999999,1.8060494999999999,True,,0.6353085000000003,0.0004934180316457485
9,model.language_model.layers.1.self_attn.k_proj,1,layers_00_07,k_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0,16,global_coef_final_layer_type,dense_zero,dense_bf16,output_rel_mse,0.0,,,,latency_model,2.441358,2.441358,True,,0.0,0.0
9,model.language_model.layers.1.self_attn.k_proj,1,layers_00_07,k_proj,attention,4096,4096,16777216,dense_nvfp4,0.001404461683705449,0.002134975980117315,0.04620580028651506,0.39453125,0.8110702112052801,16,global_coef_final_layer_type,final_layer_type,dense_nvfp4,output_rel_mse,2.5606865350775264e-05,0.029496945440769196,0.6525464653968811,0.6231246590614319,latency_model,1.969835,1.969835,True,,0.47152300000000014,2.5606865350775264e-05
9,model.language_model.layers.1.self_attn.k_proj,1,layers_00_07,k_proj,attention,4096,4096,16777216,sparse_bf16,0.0014688035007566214,0.002232784439767799,0.047252348510606314,0.53515625,0.8110702112052801,16,global_coef_final_layer_type,final_layer_type,sparse_bf16,output_rel_mse,2.8143603773337243e-05,0.04986100643873215,0.6562238335609436,0.38522979617118835,latency_model,1.257995,1.257995,True,,1.1833630000000002,2.8143603773337243e-05
9,model.language_model.layers.1.self_attn.k_proj,1,layers_00_07,k_proj,attention,4096,4096,16777216,sparse_nvfp4,0.005962681956589222,0.009064101144297747,0.09520557307373212,0.765625,0.8110702112052801,16,global_coef_final_layer_type,final_layer_type,sparse_nvfp4,output_rel_mse,0.0004563448903535751,0.20809470117092133,0.7998782396316528,0.302470862865448,latency_model,1.8060494999999999,1.8060494999999999,True,,0.6353085000000003,0.0004563448903535751
10,model.language_model.layers.1.self_attn.v_proj,1,layers_00_07,v_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0,16,global_coef_final_layer_type,dense_zero,dense_bf16,output_rel_mse,0.0,,,,latency_model,2.441358,2.441358,True,,0.0,0.0
10,model.language_model.layers.1.self_attn.v_proj,1,layers_00_07,v_proj,attention,4096,4096,16777216,dense_nvfp4,8.63184395711869e-05,0.023070905775510277,0.1518910984077417,0.1185302734375,0.061167322113616314,16,global_coef_final_layer_type,final_layer_type,dense_nvfp4,output_rel_mse,0.00017219093287839792,0.029496945440769196,0.6525464653968811,0.38775476813316345,latency_model,1.969835,1.969835,True,,0.47152300000000014,0.00017219093287839792
10,model.language_model.layers.1.self_attn.v_proj,1,layers_00_07,v_proj,attention,4096,4096,16777216,sparse_bf16,0.00013874712749384344,0.03708387131342066,0.19257173030697072,0.15625,0.061167322113616314,16,global_coef_final_layer_type,final_layer_type,sparse_bf16,output_rel_mse,0.0001631116332661532,0.04986100643873215,0.6562238335609436,0.13442710041999817,latency_model,1.257995,1.257995,True,,1.1833630000000002,0.0001631116332661532
10,model.language_model.layers.1.self_attn.v_proj,1,layers_00_07,v_proj,attention,4096,4096,16777216,sparse_nvfp4,0.0003451017546467483,0.09223765054107916,0.3037065204125179,0.265625,0.061167322113616314,16,global_coef_final_layer_type,final_layer_type,sparse_nvfp4,output_rel_mse,0.011718401020446575,0.20809470117092133,0.7998782396316528,0.7632647752761841,latency_model,1.8060494999999999,1.8060494999999999,True,,0.6353085000000003,0.011718401020446575
11,model.language_model.layers.1.self_attn.o_proj,1,layers_00_07,o_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0,16,global_coef_final_layer_type,dense_zero,dense_bf16,output_rel_mse,0.0,,,,latency_model,2.441358,2.441358,True,,0.0,0.0
11,model.language_model.layers.1.self_attn.o_proj,1,layers_00_07,o_proj,attention,4096,4096,16777216,dense_nvfp4,3.5880111681763083e-06,0.007740223208867781,0.08797853834241497,0.083984375,0.02153030344086814,16,global_coef_final_layer_type,final_layer_type,dense_nvfp4,output_rel_mse,6.63013044204814e-05,0.029496945440769196,0.6525464653968811,0.4450205862522125,latency_model,1.969835,1.969835,True,,0.47152300000000014,6.63013044204814e-05
11,model.language_model.layers.1.self_attn.o_proj,1,layers_00_07,o_proj,attention,4096,4096,16777216,sparse_bf16,1.025001529342262e-05,0.022111805829669304,0.14870038947383193,0.076171875,0.02153030344086814,16,global_coef_final_layer_type,final_layer_type,sparse_bf16,output_rel_mse,0.00011870707229173365,0.04986100643873215,0.6562238335609436,0.16407383978366852,latency_model,1.257995,1.257995,True,,1.1833630000000002,0.00011870707229173365
11,model.language_model.layers.1.self_attn.o_proj,1,layers_00_07,o_proj,attention,4096,4096,16777216,sparse_nvfp4,2.267354284413159e-05,0.048912412566041834,0.2211615078761262,0.123046875,0.02153030344086814,16,global_coef_final_layer_type,final_layer_type,sparse_nvfp4,output_rel_mse,0.0017156969711036893,0.20809470117092133,0.7998782396316528,0.21073496341705322,latency_model,1.8060494999999999,1.8060494999999999,True,,0.6353085000000003,0.0017156969711036893
12,model.language_model.layers.1.mlp.gate_proj,1,layers_00_07,gate_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0,16,global_coef_final_layer_type,dense_zero,dense_bf16,output_rel_mse,0.0,,,,latency_model,6.993269319161178,6.993269319161178,True,,0.0,0.0
12,model.language_model.layers.1.mlp.gate_proj,1,layers_00_07,gate_proj,mlp,11008,4096,45088768,dense_nvfp4,0.00023521107505075634,0.005677068394525687,0.07534632303255206,0.5,0.2035479909746637,16,global_coef_final_layer_type,final_layer_type,dense_nvfp4,output_rel_mse,5.2626209348293354e-05,0.029496945440769196,0.6525464653968811,0.48160332441329956,latency_model,3.0619853161530486,3.0619853161530486,True,,3.9312840030081295,5.2626209348293354e-05
12,model.language_model.layers.1.mlp.gate_proj,1,layers_00_07,gate_proj,mlp,11008,4096,45088768,sparse_bf16,0.0013853287091478705,0.03343637551520623,0.18285616072532593,3.25,0.2035479909746637,16,global_coef_final_layer_type,final_layer_type,sparse_bf16,output_rel_mse,0.00019052707118270143,0.04986100643873215,0.6562238335609436,0.17415039241313934,latency_model,3.3904291110950173,3.3904291110950173,True,,3.602840208066161,0.00019052707118270143
12,model.language_model.layers.1.mlp.gate_proj,1,layers_00_07,gate_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.002796338638290763,0.06749259447245759,0.2597933688000092,5.0,0.2035479909746637,16,global_coef_final_layer_type,final_layer_type,sparse_nvfp4,output_rel_mse,0.001874276956229118,0.20809470117092133,0.7998782396316528,0.16683714091777802,latency_model,2.5708457841501398,2.5708457841501398,True,,4.422423535011038,0.001874276956229118
13,model.language_model.layers.1.mlp.up_proj,1,layers_00_07,up_proj,mlp,11008,4096,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0,16,global_coef_final_layer_type,dense_zero,dense_bf16,output_rel_mse,0.0,,,,latency_model,6.993269319161178,6.993269319161178,True,,0.0,0.0
13,model.language_model.layers.1.mlp.up_proj,1,layers_00_07,up_proj,mlp,11008,4096,45088768,dense_nvfp4,0.00019970544963143766,0.010776957295561463,0.10381212499299618,0.4375,0.13612781608530555,16,global_coef_final_layer_type,final_layer_type,dense_nvfp4,output_rel_mse,9.188017273518002e-05,0.029496945440769196,0.6525464653968811,0.4429320991039276,latency_model,3.0619853161530486,3.0619853161530486,True,,3.9312840030081295,9.188017273518002e-05
13,model.language_model.layers.1.mlp.up_proj,1,layers_00_07,up_proj,mlp,11008,4096,45088768,sparse_bf16,0.001165361376479268,0.06288786716332427,0.25077453451920567,2.5,0.13612781608530555,16,global_coef_final_layer_type,final_layer_type,sparse_bf16,output_rel_mse,0.0002846483207414891,0.04986100643873215,0.6562238335609436,0.13833393156528473,latency_model,3.3904291110950173,3.3904291110950173,True,,3.602840208066161,0.0002846483207414891
13,model.language_model.layers.1.mlp.up_proj,1,layers_00_07,up_proj,mlp,11008,4096,45088768,sparse_nvfp4,0.0021859994158148766,0.11796584617914532,0.3434615643403863,3.875,0.13612781608530555,16,global_coef_final_layer_type,final_layer_type,sparse_nvfp4,output_rel_mse,0.0040652265534070415,0.20809470117092133,0.7998782396316528,0.2070349007844925,latency_model,2.5708457841501398,2.5708457841501398,True,,4.422423535011038,0.0040652265534070415
14,model.language_model.layers.1.mlp.down_proj,1,layers_00_07,down_proj,mlp,4096,11008,45088768,dense_bf16,0.0,0.0,0.0,0.0,0.0,16,global_coef_final_layer_type,dense_zero,dense_bf16,output_rel_mse,0.0,,,,latency_model,7.019237382643977,7.019237382643977,True,,0.0,0.0
14,model.language_model.layers.1.mlp.down_proj,1,layers_00_07,down_proj,mlp,4096,11008,45088768,dense_nvfp4,0.01164313405752182,0.0010442935807655198,0.032315531571761584,28.0,3.339055553923519,16,global_coef_final_layer_type,final_layer_type,dense_nvfp4,output_rel_mse,8.935438068050742e-06,0.029496945440769196,0.6525464653968811,0.4445337653160095,latency_model,4.934856405513043,4.934856405513043,True,,2.0843809771309347,8.935438068050742e-06
14,model.language_model.layers.1.mlp.down_proj,1,layers_00_07,down_proj,mlp,4096,11008,45088768,sparse_bf16,1.678356420597993e-05,1.5053479824315713e-06,0.0012269262334922875,0.25,3.339055553923519,16,global_coef_final_layer_type,final_layer_type,sparse_bf16,output_rel_mse,9.408926892735554e-09,0.04986100643873215,0.6562238335609436,0.19102497398853302,latency_model,3.4039856523906575,3.4039856523906575,True,,3.61525173025332,9.408926892735554e-09
14,model.language_model.layers.1.mlp.down_proj,1,layers_00_07,down_proj,mlp,4096,11008,45088768,sparse_nvfp4,0.012184225022792816,0.001092825000128305,0.033057903746733626,28.0,3.339055553923519,16,global_coef_final_layer_type,final_layer_type,sparse_nvfp4,output_rel_mse,4.6074476830705745e-05,0.20809470117092133,0.7998782396316528,0.2532939910888672,latency_model,4.5866232192169125,4.5866232192169125,True,,2.432614163427065,4.6074476830705745e-05
15,model.language_model.layers.2.self_attn.q_proj,2,layers_00_07,q_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0,16,global_coef_final_layer_type,dense_zero,dense_bf16,output_rel_mse,0.0,,,,latency_model,2.441358,2.441358,True,,0.0,0.0
15,model.language_model.layers.2.self_attn.q_proj,2,layers_00_07,q_proj,attention,4096,4096,16777216,dense_nvfp4,0.0011151591315865517,0.001328375877465402,0.03644689119068185,0.3798828125,0.9162372247864363,16,global_coef_final_layer_type,final_layer_type,dense_nvfp4,output_rel_mse,1.5219279073832971e-05,0.029496945440769196,0.6531215906143188,0.5947055816650391,latency_model,1.969835,1.969835,True,,0.47152300000000014,1.5219279073832971e-05
15,model.language_model.layers.2.self_attn.q_proj,2,layers_00_07,q_proj,attention,4096,4096,16777216,sparse_bf16,0.006905605085194111,0.008225946373611612,0.09069700311262556,0.84375,0.9162372247864363,16,global_coef_final_layer_type,final_layer_type,sparse_bf16,output_rel_mse,8.088728610308831e-05,0.04986100643873215,0.5785447359085083,0.3408759832382202,latency_model,1.257995,1.257995,True,,1.1833630000000002,8.088728610308831e-05
15,model.language_model.layers.2.self_attn.q_proj,2,layers_00_07,q_proj,attention,4096,4096,16777216,sparse_nvfp4,0.014592582359910011,0.017382662122179024,0.13184332414718244,1.375,0.9162372247864363,16,global_coef_final_layer_type,final_layer_type,sparse_nvfp4,output_rel_mse,0.0015213158181220175,0.20809470117092133,0.9953132271766663,0.422554075717926,latency_model,1.8060494999999999,1.8060494999999999,True,,0.6353085000000003,0.0015213158181220175
16,model.language_model.layers.2.self_attn.k_proj,2,layers_00_07,k_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0,16,global_coef_final_layer_type,dense_zero,dense_bf16,output_rel_mse,0.0,,,,latency_model,2.441358,2.441358,True,,0.0,0.0
16,model.language_model.layers.2.self_attn.k_proj,2,layers_00_07,k_proj,attention,4096,4096,16777216,dense_nvfp4,0.0012677768245339394,0.0009779833891346366,0.03127272596264414,0.5,1.1385593260535356,16,global_coef_final_layer_type,final_layer_type,dense_nvfp4,output_rel_mse,1.1740254246818104e-05,0.029496945440769196,0.6531215906143188,0.6231246590614319,latency_model,1.969835,1.969835,True,,0.47152300000000014,1.1740254246818104e-05
16,model.language_model.layers.2.self_attn.k_proj,2,layers_00_07,k_proj,attention,4096,4096,16777216,sparse_bf16,0.008870156481862068,0.006842581068221599,0.08271989523821702,1.75,1.1385593260535356,16,global_coef_final_layer_type,final_layer_type,sparse_bf16,output_rel_mse,7.603924729349947e-05,0.04986100643873215,0.5785447359085083,0.38522979617118835,latency_model,1.257995,1.257995,True,,1.1833630000000002,7.603924729349947e-05
16,model.language_model.layers.2.self_attn.k_proj,2,layers_00_07,k_proj,attention,4096,4096,16777216,sparse_nvfp4,0.020468473434448242,0.01578970890810607,0.12565710846627845,2.875,1.1385593260535356,16,global_coef_final_layer_type,final_layer_type,sparse_nvfp4,output_rel_mse,0.0009891871503610785,0.20809470117092133,0.9953132271766663,0.302470862865448,latency_model,1.8060494999999999,1.8060494999999999,True,,0.6353085000000003,0.0009891871503610785
17,model.language_model.layers.2.self_attn.v_proj,2,layers_00_07,v_proj,attention,4096,4096,16777216,dense_bf16,0.0,0.0,0.0,0.0,0.0,16,global_coef_final_layer_type,dense_zero,dense_bf16,output_rel_mse,0.0,,,,latency_model,2.441358,2.441358,True,,0.0,0.0
17,model.language_model.layers.2.self_attn.v_proj,2,layers_00_07,v_proj,attention,4096,4096,16777216,dense_nvfp4,0.00028410344384610653,0.01922474468050512,0.13865332552991694,0.154296875,0.1215648332558226,16,global_coef_final_layer_type,final_layer_type,dense_nvfp4,output_rel_mse,0.0001436113660546313,0.029496945440769196,0.6531215906143188,0.38775476813316345,latency_model,1.969835,1.969835,True,,0.47152300000000014,0.0001436113660546313
17,model.language_model.layers.2.self_attn.v_proj,2,layers_00_07,v_proj,attention,4096,4096,16777216,sparse_bf16,0.0015481775626540184,0.10476225827882765,0.32366998359259025,0.353515625,0.1215648332558226,16,global_coef_final_layer_type,final_layer_type,sparse_bf16,output_rel_mse,0.00040624653469429494,0.04986100643873215,0.5785447359085083,0.13442710041999817,latency_model,1.257995,1.257995,True,,1.1833630000000002,0.00040624653469429494
