method,scenario,phase,iteration,warmup,batch,input_seq,output_seq,elapsed_ms,generated_tokens
sparse_bf16,prefill_decode,ttft,3,False,16,2048,1,956.2295969808474,16
sparse_bf16,prefill_decode,ttft,4,False,16,2048,1,972.0048820599914,16
sparse_bf16,prefill_decode,ttft,5,False,16,2048,1,957.6522080460563,16
sparse_bf16,prefill_decode,main,0,True,16,2048,80,3071.549834101461,1280
sparse_bf16,prefill_decode,main,1,False,16,2048,80,2805.0566860474646,1280
sparse_bf16,prefill_decode,main,2,False,16,2048,80,2716.4534509647638,1280
sparse_bf16,prefill_decode,main,3,False,16,2048,80,2718.9046369167045,1280
sparse_bf16,prefill_decode,main,4,False,16,2048,80,2719.01090699248,1280
sparse_bf16,prefill_decode,main,5,False,16,2048,80,2896.3444989640266,1280
sparse_nvfp4,prefill_only,ttft,0,True,8,2048,1,570.6244700122625,8
sparse_nvfp4,prefill_only,ttft,1,False,8,2048,1,511.1561518860981,8
sparse_nvfp4,prefill_only,ttft,2,False,8,2048,1,524.7765489621088,8
sparse_nvfp4,prefill_only,ttft,3,False,8,2048,1,520.0834419811144,8
sparse_nvfp4,prefill_only,ttft,4,False,8,2048,1,511.7178310174495,8
sparse_nvfp4,prefill_only,ttft,5,False,8,2048,1,512.5887180911377,8
sparse_nvfp4,prefill_only,main,0,True,8,2048,1,511.7998559726402,8
sparse_nvfp4,prefill_only,main,1,False,8,2048,1,525.9493429912254,8
sparse_nvfp4,prefill_only,main,2,False,8,2048,1,519.0704099368304,8
sparse_nvfp4,prefill_only,main,3,False,8,2048,1,515.7764690229669,8
sparse_nvfp4,prefill_only,main,4,False,8,2048,1,510.1336049847305,8
sparse_nvfp4,prefill_only,main,5,False,8,2048,1,509.5531779807061,8
sparse_nvfp4,prefill_decode,ttft,0,True,16,2048,1,1110.0518819876015,16
sparse_nvfp4,prefill_decode,ttft,1,False,16,2048,1,1043.7930569751188,16
sparse_nvfp4,prefill_decode,ttft,2,False,16,2048,1,1031.2052819645032,16
sparse_nvfp4,prefill_decode,ttft,3,False,16,2048,1,1030.598073033616,16
sparse_nvfp4,prefill_decode,ttft,4,False,16,2048,1,1029.5072440057993,16
sparse_nvfp4,prefill_decode,ttft,5,False,16,2048,1,1039.120810921304,16
sparse_nvfp4,prefill_decode,main,0,True,16,2048,80,3840.940024005249,1280
sparse_nvfp4,prefill_decode,main,1,False,16,2048,80,3769.7224989533424,1280
sparse_nvfp4,prefill_decode,main,2,False,16,2048,80,3760.2005099179223,1280
sparse_nvfp4,prefill_decode,main,3,False,16,2048,80,3783.151775947772,1280
sparse_nvfp4,prefill_decode,main,4,False,16,2048,80,3793.925147037953,1280
sparse_nvfp4,prefill_decode,main,5,False,16,2048,80,3767.1874539228156,1280
marlin_nvfp4,prefill_only,ttft,0,True,8,2048,1,756.0055380454287,8
marlin_nvfp4,prefill_only,ttft,1,False,8,2048,1,705.3573180455714,8
marlin_nvfp4,prefill_only,ttft,2,False,8,2048,1,704.5560659607872,8
marlin_nvfp4,prefill_only,ttft,3,False,8,2048,1,705.6374220410362,8
marlin_nvfp4,prefill_only,ttft,4,False,8,2048,1,702.9575099004433,8
marlin_nvfp4,prefill_only,ttft,5,False,8,2048,1,709.446122054942,8
marlin_nvfp4,prefill_only,main,0,True,8,2048,1,716.8027660809457,8
marlin_nvfp4,prefill_only,main,1,False,8,2048,1,703.1838010298088,8
marlin_nvfp4,prefill_only,main,2,False,8,2048,1,703.1581120099872,8
marlin_nvfp4,prefill_only,main,3,False,8,2048,1,704.7785230679438,8
marlin_nvfp4,prefill_only,main,4,False,8,2048,1,703.9408460259438,8
marlin_nvfp4,prefill_only,main,5,False,8,2048,1,703.3483599079773,8
marlin_nvfp4,prefill_decode,ttft,0,True,16,2048,1,1460.8855320839211,16
marlin_nvfp4,prefill_decode,ttft,1,False,16,2048,1,1405.968509032391,16
marlin_nvfp4,prefill_decode,ttft,2,False,16,2048,1,1404.416501056403,16
marlin_nvfp4,prefill_decode,ttft,3,False,16,2048,1,1423.4113550046459,16
marlin_nvfp4,prefill_decode,ttft,4,False,16,2048,1,1404.1734850034118,16
marlin_nvfp4,prefill_decode,ttft,5,False,16,2048,1,1404.9791410798207,16
marlin_nvfp4,prefill_decode,main,0,True,16,2048,80,2807.4928250862285,1280
marlin_nvfp4,prefill_decode,main,1,False,16,2048,80,2743.0535110179335,1280
marlin_nvfp4,prefill_decode,main,2,False,16,2048,80,2744.2617169581354,1280
marlin_nvfp4,prefill_decode,main,3,False,16,2048,80,2747.567637008615,1280
marlin_nvfp4,prefill_decode,main,4,False,16,2048,80,2742.614796035923,1280
marlin_nvfp4,prefill_decode,main,5,False,16,2048,80,2745.423713931814,1280
