module_name,module_index,layer,module_type,module_family,linear_group,n,k,selected_method,quality_cost,latency_cost,prefill_ms,decode_ms,conversion_ms,decode_backend,output_tokens
model.layers.16.mlp.gate_proj,117,16,gate_proj,mlp,mlp.gate_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.03820488380242808,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.16.mlp.up_proj,118,16,up_proj,mlp,mlp.up_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.10152399064863073,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.16.mlp.down_proj,119,16,down_proj,mlp,mlp.down_proj,4096,14336,dense_nvfp4_prefill_marlin_decode,0.12249000362629348,17.022933289828373,6.33261076343214,0.03920826583956087,0.6530064714686507,marlin_nvfp4,256
model.layers.17.self_attn.q_proj,120,17,q_proj,attention,self_attn.q_proj,4096,4096,marlin_nvfp4,0.022441367193698495,11.485318,2.398342,0.035496,0.0,marlin_nvfp4,256
model.layers.17.self_attn.k_proj,121,17,k_proj,attention,self_attn.k_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.17.self_attn.v_proj,122,17,v_proj,attention,self_attn.v_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.17.self_attn.o_proj,123,17,o_proj,attention,self_attn.o_proj,4096,4096,dense_bf16,0.0,11.987597999999998,2.441358,0.03729,0.0,dense_bf16,256
model.layers.17.mlp.gate_proj,124,17,gate_proj,mlp,mlp.gate_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.03866217156311137,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.17.mlp.up_proj,125,17,up_proj,mlp,mlp.up_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.10130567770479178,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.17.mlp.down_proj,126,17,down_proj,mlp,mlp.down_proj,4096,14336,dense_nvfp4_prefill_marlin_decode,0.12407423677002138,17.022933289828373,6.33261076343214,0.03920826583956087,0.6530064714686507,marlin_nvfp4,256
model.layers.18.self_attn.q_proj,127,18,q_proj,attention,self_attn.q_proj,4096,4096,marlin_nvfp4,0.026651179370807455,11.485318,2.398342,0.035496,0.0,marlin_nvfp4,256
model.layers.18.self_attn.k_proj,128,18,k_proj,attention,self_attn.k_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.18.self_attn.v_proj,129,18,v_proj,attention,self_attn.v_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.18.self_attn.o_proj,130,18,o_proj,attention,self_attn.o_proj,4096,4096,marlin_nvfp4,0.13625818847847965,11.485318,2.398342,0.035496,0.0,marlin_nvfp4,256
model.layers.18.mlp.gate_proj,131,18,gate_proj,mlp,mlp.gate_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.047164678341845116,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.18.mlp.up_proj,132,18,up_proj,mlp,mlp.up_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.10721838473889063,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.18.mlp.down_proj,133,18,down_proj,mlp,mlp.down_proj,4096,14336,dense_nvfp4_prefill_marlin_decode,0.123197221715042,17.022933289828373,6.33261076343214,0.03920826583956087,0.6530064714686507,marlin_nvfp4,256
model.layers.19.self_attn.q_proj,134,19,q_proj,attention,self_attn.q_proj,4096,4096,marlin_nvfp4,0.025534951445363385,11.485318,2.398342,0.035496,0.0,marlin_nvfp4,256
model.layers.19.self_attn.k_proj,135,19,k_proj,attention,self_attn.k_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.19.self_attn.v_proj,136,19,v_proj,attention,self_attn.v_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.19.self_attn.o_proj,137,19,o_proj,attention,self_attn.o_proj,4096,4096,dense_bf16,0.0,11.987597999999998,2.441358,0.03729,0.0,dense_bf16,256
model.layers.19.mlp.gate_proj,138,19,gate_proj,mlp,mlp.gate_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.05054530713773905,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.19.mlp.up_proj,139,19,up_proj,mlp,mlp.up_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.11077325743254869,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.19.mlp.down_proj,140,19,down_proj,mlp,mlp.down_proj,4096,14336,dense_nvfp4_prefill_marlin_decode,0.12123582234825066,17.022933289828373,6.33261076343214,0.03920826583956087,0.6530064714686507,marlin_nvfp4,256
model.layers.20.self_attn.q_proj,141,20,q_proj,attention,self_attn.q_proj,4096,4096,marlin_nvfp4,0.027954128630374955,11.485318,2.398342,0.035496,0.0,marlin_nvfp4,256
model.layers.20.self_attn.k_proj,142,20,k_proj,attention,self_attn.k_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.20.self_attn.v_proj,143,20,v_proj,attention,self_attn.v_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.20.self_attn.o_proj,144,20,o_proj,attention,self_attn.o_proj,4096,4096,dense_bf16,0.0,11.987597999999998,2.441358,0.03729,0.0,dense_bf16,256
model.layers.20.mlp.gate_proj,145,20,gate_proj,mlp,mlp.gate_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.05440114733612552,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.20.mlp.up_proj,146,20,up_proj,mlp,mlp.up_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.1118790205696345,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.20.mlp.down_proj,147,20,down_proj,mlp,mlp.down_proj,4096,14336,dense_nvfp4_prefill_marlin_decode,0.12338871714870862,17.022933289828373,6.33261076343214,0.03920826583956087,0.6530064714686507,marlin_nvfp4,256
model.layers.21.self_attn.q_proj,148,21,q_proj,attention,self_attn.q_proj,4096,4096,marlin_nvfp4,0.02240182821945349,11.485318,2.398342,0.035496,0.0,marlin_nvfp4,256
model.layers.21.self_attn.k_proj,149,21,k_proj,attention,self_attn.k_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.21.self_attn.v_proj,150,21,v_proj,attention,self_attn.v_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.21.self_attn.o_proj,151,21,o_proj,attention,self_attn.o_proj,4096,4096,marlin_nvfp4,0.1338980578714157,11.485318,2.398342,0.035496,0.0,marlin_nvfp4,256
model.layers.21.mlp.gate_proj,152,21,gate_proj,mlp,mlp.gate_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.05425376723450036,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.21.mlp.up_proj,153,21,up_proj,mlp,mlp.up_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.11032022064120875,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.21.mlp.down_proj,154,21,down_proj,mlp,mlp.down_proj,4096,14336,dense_nvfp4_prefill_marlin_decode,0.11984261435084642,17.022933289828373,6.33261076343214,0.03920826583956087,0.6530064714686507,marlin_nvfp4,256
model.layers.22.self_attn.q_proj,155,22,q_proj,attention,self_attn.q_proj,4096,4096,marlin_nvfp4,0.0256583677156374,11.485318,2.398342,0.035496,0.0,marlin_nvfp4,256
model.layers.22.self_attn.k_proj,156,22,k_proj,attention,self_attn.k_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.22.self_attn.v_proj,157,22,v_proj,attention,self_attn.v_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.22.self_attn.o_proj,158,22,o_proj,attention,self_attn.o_proj,4096,4096,dense_bf16,0.0,11.987597999999998,2.441358,0.03729,0.0,dense_bf16,256
model.layers.22.mlp.gate_proj,159,22,gate_proj,mlp,mlp.gate_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.060064028078757194,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.22.mlp.up_proj,160,22,up_proj,mlp,mlp.up_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.11391852228446657,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.22.mlp.down_proj,161,22,down_proj,mlp,mlp.down_proj,4096,14336,dense_nvfp4_prefill_marlin_decode,0.11925542866382381,17.022933289828373,6.33261076343214,0.03920826583956087,0.6530064714686507,marlin_nvfp4,256
model.layers.23.self_attn.q_proj,162,23,q_proj,attention,self_attn.q_proj,4096,4096,marlin_nvfp4,0.024205838140352928,11.485318,2.398342,0.035496,0.0,marlin_nvfp4,256
model.layers.23.self_attn.k_proj,163,23,k_proj,attention,self_attn.k_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.23.self_attn.v_proj,164,23,v_proj,attention,self_attn.v_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.23.self_attn.o_proj,165,23,o_proj,attention,self_attn.o_proj,4096,4096,marlin_nvfp4,0.12398892719042297,11.485318,2.398342,0.035496,0.0,marlin_nvfp4,256
model.layers.23.mlp.gate_proj,166,23,gate_proj,mlp,mlp.gate_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.06598189468319444,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.23.mlp.up_proj,167,23,up_proj,mlp,mlp.up_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.11716951659629586,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.23.mlp.down_proj,168,23,down_proj,mlp,mlp.down_proj,4096,14336,dense_nvfp4_prefill_marlin_decode,0.11846578778320445,17.022933289828373,6.33261076343214,0.03920826583956087,0.6530064714686507,marlin_nvfp4,256
model.layers.24.self_attn.q_proj,169,24,q_proj,attention,self_attn.q_proj,4096,4096,marlin_nvfp4,0.02733952174093084,11.485318,2.398342,0.035496,0.0,marlin_nvfp4,256
model.layers.24.self_attn.k_proj,170,24,k_proj,attention,self_attn.k_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.24.self_attn.v_proj,171,24,v_proj,attention,self_attn.v_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.24.self_attn.o_proj,172,24,o_proj,attention,self_attn.o_proj,4096,4096,dense_bf16,0.0,11.987597999999998,2.441358,0.03729,0.0,dense_bf16,256
model.layers.24.mlp.gate_proj,173,24,gate_proj,mlp,mlp.gate_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.08150930234392541,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.24.mlp.up_proj,174,24,up_proj,mlp,mlp.up_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.13606493567463762,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.24.mlp.down_proj,175,24,down_proj,mlp,mlp.down_proj,4096,14336,dense_nvfp4_prefill_marlin_decode,0.13872873376437223,17.022933289828373,6.33261076343214,0.03920826583956087,0.6530064714686507,marlin_nvfp4,256
model.layers.25.self_attn.q_proj,176,25,q_proj,attention,self_attn.q_proj,4096,4096,marlin_nvfp4,0.02324090010409158,11.485318,2.398342,0.035496,0.0,marlin_nvfp4,256
model.layers.25.self_attn.k_proj,177,25,k_proj,attention,self_attn.k_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.25.self_attn.v_proj,178,25,v_proj,attention,self_attn.v_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.25.self_attn.o_proj,179,25,o_proj,attention,self_attn.o_proj,4096,4096,marlin_nvfp4,0.12351450339633549,11.485318,2.398342,0.035496,0.0,marlin_nvfp4,256
model.layers.25.mlp.gate_proj,180,25,gate_proj,mlp,mlp.gate_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.08062044552925064,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.25.mlp.up_proj,181,25,up_proj,mlp,mlp.up_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.13736540574797157,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.25.mlp.down_proj,182,25,down_proj,mlp,mlp.down_proj,4096,14336,dense_nvfp4_prefill_marlin_decode,0.14196416457092287,17.022933289828373,6.33261076343214,0.03920826583956087,0.6530064714686507,marlin_nvfp4,256
model.layers.26.self_attn.q_proj,183,26,q_proj,attention,self_attn.q_proj,4096,4096,marlin_nvfp4,0.028516340816084083,11.485318,2.398342,0.035496,0.0,marlin_nvfp4,256
model.layers.26.self_attn.k_proj,184,26,k_proj,attention,self_attn.k_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.26.self_attn.v_proj,185,26,v_proj,attention,self_attn.v_proj,1024,4096,dense_bf16,0.0,7.023576,0.765144,0.024447,0.0,dense_bf16,256
model.layers.26.self_attn.o_proj,186,26,o_proj,attention,self_attn.o_proj,4096,4096,marlin_nvfp4,0.11288965286072933,11.485318,2.398342,0.035496,0.0,marlin_nvfp4,256
model.layers.26.mlp.gate_proj,187,26,gate_proj,mlp,mlp.gate_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.0731848481259806,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
model.layers.26.mlp.up_proj,188,26,up_proj,mlp,mlp.up_proj,14336,4096,dense_nvfp4_prefill_marlin_decode,0.13429591902812577,13.934464835121283,3.520869864050379,0.038116023621595364,0.65589292394249,marlin_nvfp4,256
