row_type,label,batch_size,point_index,fakeclue_accuracy,accuracy_delta_vs_dense,predicted_quality_cost,predicted_accuracy_from_cost,e2e_prefill_mean_ms,e2e_speedup_vs_dense,predicted_linear_latency_ms,predicted_linear_speedup,count_dense_bf16,count_dense_nvfp4,count_sparse_bf16,count_sparse_nvfp4,policy_json,source
uniform,Uniform sparse BF16,1,103,0.98520000,-0.00120000,,,65.80728800,1.58722721,,,0,0,224,0,,accuracy=020_fakevlm_uniform_accuracy;speed=021_fakevlm_linear_hybrid_prefill_speed
uniform,Uniform sparse NVFP4,1,104,0.76860000,-0.21780000,,,69.88941300,1.49451989,,,0,0,0,224,,accuracy=020_fakevlm_uniform_accuracy;speed=021_fakevlm_linear_hybrid_prefill_speed
pareto,batch_2_point_000,2,0,0.98640000,0.00000000,0.0,0.98640000,183.183649,1.00000000,142.05751434009505,1.0,224,0,0,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_2/policies/point_000_budget_0.json,024_fakevlm_prefill_global_pareto
pareto,batch_2_point_005,2,5,0.98700000,0.00060000,0.00018052569498515928,0.98621947,180.940228,1.01239869,139.69956552736758,1.0168787125702659,219,0,5,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_2/policies/point_005_budget_0.000410623.json,024_fakevlm_prefill_global_pareto
pareto,batch_2_point_009,2,9,0.98720000,0.00080000,0.0006583796643321957,0.98574162,178.445981,1.02654959,137.38511702744276,1.0340094867169562,214,2,7,1,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_2/policies/point_009_budget_0.00106472.json,024_fakevlm_prefill_global_pareto
pareto,batch_2_point_013,2,13,0.98680000,0.00040000,0.0019214954616075498,0.98447850,174.278169,1.05109923,133.38121059035822,1.0650489203939195,203,9,10,2,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_2/policies/point_013_budget_0.00276077.json,024_fakevlm_prefill_global_pareto
pareto,batch_2_point_018,2,18,0.98720000,0.00080000,0.007943350945181461,0.97845665,163.973087,1.11715680,122.02445848709333,1.1641724626470737,182,28,12,2,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_2/policies/point_018_budget_0.00908387.json,024_fakevlm_prefill_global_pareto
pareto,batch_2_point_022,2,22,0.98480000,-0.00160000,0.021832583094983392,0.96456742,141.228830,1.29706979,101.97525684245305,1.3930586569599643,143,67,12,2,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_2/policies/point_022_budget_0.023554.json,024_fakevlm_prefill_global_pareto
pareto,batch_2_point_026,2,26,0.98540000,-0.00100000,0.05737451917371566,0.92902548,112.280301,1.63148520,72.8910292257999,1.9489025720851472,31,156,35,2,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_2/policies/point_026_budget_0.0610741.json,024_fakevlm_prefill_global_pareto
pareto,batch_2_point_030,2,30,0.76480000,-0.22160000,0.15174823850931957,0.83465176,99.793079,1.83563480,61.41745454006225,2.3129827734464596,0,0,32,192,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_2/policies/point_030_budget_0.158362.json,024_fakevlm_prefill_global_pareto
uniform,Uniform dense BF16,2,101,0.98640000,0.00000000,,,183.18364900,1.00000000,,,224,0,0,0,,accuracy=020_fakevlm_uniform_accuracy;speed=024_dense_reference
uniform,Uniform dense NVFP4,2,102,0.98700000,0.00060000,,,110.48592800,1.65798172,,,0,224,0,0,,accuracy=020_fakevlm_uniform_accuracy;speed=021_fakevlm_linear_hybrid_prefill_speed
uniform,Uniform sparse BF16,2,103,0.98520000,-0.00120000,,,114.46040200,1.60041067,,,0,0,224,0,,accuracy=020_fakevlm_uniform_accuracy;speed=021_fakevlm_linear_hybrid_prefill_speed
uniform,Uniform sparse NVFP4,2,104,0.76860000,-0.21780000,,,103.28328400,1.77360403,,,0,0,0,224,,accuracy=020_fakevlm_uniform_accuracy;speed=021_fakevlm_linear_hybrid_prefill_speed
pareto,batch_4_point_000,4,0,0.98640000,0.00000000,0.0,0.98640000,359.209601,1.00000000,274.9235080681674,1.0,224,0,0,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_4/policies/point_000_budget_0.json,024_fakevlm_prefill_global_pareto
pareto,batch_4_point_005,4,5,0.98700000,0.00060000,0.00018052569498515928,0.98621947,353.970609,1.01480064,270.18688423394275,1.017530916971245,219,0,5,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_4/policies/point_005_budget_0.000410623.json,024_fakevlm_prefill_global_pareto
pareto,batch_4_point_009,4,9,0.98660000,0.00020000,0.000698676384857541,0.98570132,348.489969,1.03076023,265.5680557680797,1.0352280784412482,214,2,8,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_4/policies/point_009_budget_0.00106472.json,024_fakevlm_prefill_global_pareto
pareto,batch_4_point_013,4,13,0.98640000,0.00000000,0.0019618879115618467,0.98443811,340.922406,1.05364034,257.4702479376466,1.0677874832930117,203,9,12,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_4/policies/point_013_budget_0.00276077.json,024_fakevlm_prefill_global_pareto
pareto,batch_4_point_018,4,18,0.98660000,0.00020000,0.007706505242066742,0.97869349,319.498444,1.12429218,235.08964754808756,1.1694411512184169,181,30,13,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_4/policies/point_018_budget_0.00908387.json,024_fakevlm_prefill_global_pareto
pareto,batch_4_point_022,4,22,0.98640000,0.00000000,0.021806354611496288,0.96459365,285.179947,1.25958927,195.60465928789102,1.4055059274612414,143,67,14,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_4/policies/point_022_budget_0.023554.json,024_fakevlm_prefill_global_pareto
pareto,batch_4_point_026,4,26,0.98520000,-0.00120000,0.057408830303067974,0.92899117,218.619727,1.64307954,136.78407914394322,2.0099086808111246,32,151,41,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_4/policies/point_026_budget_0.0610741.json,024_fakevlm_prefill_global_pareto
pareto,batch_4_point_030,4,30,0.95200000,-0.03440000,0.12290974999584213,0.86349025,198.143533,1.81287572,112.9896567624538,2.4331741147436055,0,0,160,64,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_4/policies/point_030_budget_0.158362.json,024_fakevlm_prefill_global_pareto
uniform,Uniform dense BF16,4,101,0.98640000,0.00000000,,,359.20960100,1.00000000,,,224,0,0,0,,accuracy=020_fakevlm_uniform_accuracy;speed=024_dense_reference
uniform,Uniform dense NVFP4,4,102,0.98700000,0.00060000,,,218.08184400,1.64713208,,,0,224,0,0,,accuracy=020_fakevlm_uniform_accuracy;speed=021_fakevlm_linear_hybrid_prefill_speed
uniform,Uniform sparse BF16,4,103,0.98520000,-0.00120000,,,215.55991400,1.66640260,,,0,0,224,0,,accuracy=020_fakevlm_uniform_accuracy;speed=021_fakevlm_linear_hybrid_prefill_speed
uniform,Uniform sparse NVFP4,4,104,0.76860000,-0.21780000,,,204.05345500,1.76037010,,,0,0,0,224,,accuracy=020_fakevlm_uniform_accuracy;speed=021_fakevlm_linear_hybrid_prefill_speed
pareto,batch_8_point_000,8,0,0.98640000,0.00000000,0.0,0.98640000,669.581488,1.00000000,514.1356699467561,1.0,224,0,0,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_8/policies/point_000_budget_0.json,024_fakevlm_prefill_global_pareto
pareto,batch_8_point_005,8,5,0.98700000,0.00060000,0.00018052569498515928,0.98621947,659.437921,1.01538214,504.64564259611143,1.0188053290261736,219,0,5,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_8/policies/point_005_budget_0.000410623.json,024_fakevlm_prefill_global_pareto
pareto,batch_8_point_009,8,9,0.98660000,0.00020000,0.000698676384857541,0.98570132,652.164520,1.02670640,495.87683419532294,1.0368213122540044,214,2,8,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_8/policies/point_009_budget_0.00106472.json,024_fakevlm_prefill_global_pareto
pareto,batch_8_point_013,8,13,0.98680000,0.00040000,0.0021382140142220253,0.98426179,640.926990,1.04470790,481.6152668137311,1.0675236135020665,206,8,10,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_8/policies/point_013_budget_0.00276077.json,024_fakevlm_prefill_global_pareto
pareto,batch_8_point_018,8,18,0.98660000,0.00020000,0.008095303725219067,0.97830470,612.497821,1.09319816,440.6071107246457,1.1668801011885204,186,25,13,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_8/policies/point_018_budget_0.00908387.json,024_fakevlm_prefill_global_pareto
pareto,batch_8_point_022,8,22,0.98600000,-0.00040000,0.022023587958020986,0.96437641,552.726880,1.21141474,368.00812697628174,1.3970769454770557,149,62,13,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_8/policies/point_022_budget_0.023554.json,024_fakevlm_prefill_global_pareto
pareto,batch_8_point_026,8,26,0.98200000,-0.00440000,0.05853319593115878,0.92786680,460.187689,1.45501825,270.9409507817245,1.897593067653159,51,84,89,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_8/policies/point_026_budget_0.0610741.json,024_fakevlm_prefill_global_pareto
pareto,batch_8_point_030,8,30,0.95300000,-0.03340000,0.12290974999584213,0.86349025,406.746277,1.64618959,214.86012375886287,2.3928854780134525,0,0,160,64,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_8/policies/point_030_budget_0.158362.json,024_fakevlm_prefill_global_pareto
uniform,Uniform dense BF16,8,101,0.98640000,0.00000000,,,669.58148800,1.00000000,,,224,0,0,0,,accuracy=020_fakevlm_uniform_accuracy;speed=024_dense_reference
uniform,Uniform dense NVFP4,8,102,0.98700000,0.00060000,,,486.15960700,1.37728737,,,0,224,0,0,,accuracy=020_fakevlm_uniform_accuracy;speed=021_fakevlm_linear_hybrid_prefill_speed
uniform,Uniform sparse BF16,8,103,0.98520000,-0.00120000,,,433.17737100,1.54574438,,,0,0,224,0,,accuracy=020_fakevlm_uniform_accuracy;speed=021_fakevlm_linear_hybrid_prefill_speed
uniform,Uniform sparse NVFP4,8,104,0.76860000,-0.21780000,,,458.95528300,1.45892533,,,0,0,0,224,,accuracy=020_fakevlm_uniform_accuracy;speed=021_fakevlm_linear_hybrid_prefill_speed
pareto,batch_16_point_000,16,0,0.98640000,0.00000000,0.0,0.98640000,1283.529883,1.00000000,984.6786566709227,1.0,224,0,0,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_16/policies/point_000_budget_0.json,024_fakevlm_prefill_global_pareto
pareto,batch_16_point_005,16,5,0.98700000,0.00060000,0.00018052569498515928,0.98621947,1270.661865,1.01012702,966.6023980196561,1.0187008212355986,219,0,5,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_16/policies/point_005_budget_0.000410623.json,024_fakevlm_prefill_global_pareto
pareto,batch_16_point_009,16,9,0.98660000,0.00020000,0.000698676384857541,0.98570132,1256.870471,1.02121095,950.3259635531332,1.0361483264009221,214,2,8,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_16/policies/point_009_budget_0.00106472.json,024_fakevlm_prefill_global_pareto
pareto,batch_16_point_013,16,13,0.98680000,0.00040000,0.002113881699366242,0.98428612,1245.484167,1.03054693,924.3715335350844,1.0652412162728606,206,8,10,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_16/policies/point_013_budget_0.00276077.json,024_fakevlm_prefill_global_pareto
pareto,batch_16_point_018,16,18,0.98700000,0.00060000,0.007966843902692675,0.97843316,1182.263281,1.08565487,849.1382505456268,1.1596211288776619,186,25,13,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_16/policies/point_018_budget_0.00908387.json,024_fakevlm_prefill_global_pareto
pareto,batch_16_point_022,16,22,0.98740000,0.00100000,0.021978884565889274,0.96442112,1075.406433,1.19353004,717.6606644493665,1.3720671975611605,148,59,17,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_16/policies/point_022_budget_0.023554.json,024_fakevlm_prefill_global_pareto
pareto,batch_16_point_026,16,26,0.98640000,0.00000000,0.05834385832454027,0.92805614,909.998560,1.41047463,539.2955781102961,1.8258608018283016,59,69,96,0,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_16/policies/point_026_budget_0.0610741.json,024_fakevlm_prefill_global_pareto
pareto,batch_16_point_030,16,30,0.95220000,-0.03420000,0.12290974999584213,0.86349025,813.404193,1.57797303,434.48503106211,2.266312039022035,0,0,160,64,artifacts/debug/024_fakevlm_prefill_global_pareto/pareto/batch_16/policies/point_030_budget_0.158362.json,024_fakevlm_prefill_global_pareto
uniform,Uniform dense BF16,16,101,0.98640000,0.00000000,,,1283.52988300,1.00000000,,,224,0,0,0,,accuracy=020_fakevlm_uniform_accuracy;speed=024_dense_reference
uniform,Uniform dense NVFP4,16,102,0.98700000,0.00060000,,,990.02967500,1.29645597,,,0,224,0,0,,accuracy=020_fakevlm_uniform_accuracy;speed=021_fakevlm_linear_hybrid_prefill_speed
uniform,Uniform sparse BF16,16,103,0.98520000,-0.00120000,,,863.46842700,1.48648155,,,0,0,224,0,,accuracy=020_fakevlm_uniform_accuracy;speed=021_fakevlm_linear_hybrid_prefill_speed
uniform,Uniform sparse NVFP4,16,104,0.76860000,-0.21780000,,,927.37973000,1.38403918,,,0,0,0,224,,accuracy=020_fakevlm_uniform_accuracy;speed=021_fakevlm_linear_hybrid_prefill_speed
