family,policy,policy_json,policy_sha256,median_ms,measured_speedup,avg_nll,actual_delta_nll,speed_cv,speed_gpu_uuid,speed_measured_runs,predicted_delta_nll,raw_predicted_linear_ms,wikitext,winogrande,arc_easy,arc_challenge,mmlu
ours,point_005,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_005.json,f8bf6bfa8f93fab32e04f8eb9845fc6e7369dcd24a40f5371f0f490817b85e33,662.2519148513675,1.0276130122081628,1.9798789600070166,0.0043475272332871295,0.0010217777780659955,305f915b-c789-ebb0-e184-56b64931412f,5,0.004653672276617388,501.2122979999995,,,,,
ours,point_006,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_006.json,0af3b95b64a4d8c79160871b41d78993fd28302d63ffc44511076fbedf4aa724,657.169007929042,1.0355611370135076,1.9805784553896424,0.005047022615912944,0.001586808055175582,305f915b-c789-ebb0-e184-56b64931412f,5,0.0059832929270794985,498.0339849999995,,,,,
ours,point_007,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_007.json,af6eafba81b886ed6cdc8daff987ca0aecbaf0172d902cee73c57b90d731d906,654.2488480918109,1.0401832376868585,1.9815554306367196,0.006023997862990127,0.006695193293750569,305f915b-c789-ebb0-e184-56b64931412f,5,0.007977723902772665,493.5556409999995,,,,,
ours,point_008,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_008.json,a98f51ea0e3c7b9dedd54b0b45c6646d94f07b34a1da247b7298b51ade19bf50,647.4671030882746,1.051078397365702,1.9823843772594472,0.006852944485717716,0.0012123371138976966,305f915b-c789-ebb0-e184-56b64931412f,5,0.010636965203696887,487.1990149999995,,,,,
ours,point_009,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_009.json,6225b6e20b0285b0eb88718478fcffe7eb2240fdca1efbc7094fc8b18115f380,638.3125900756568,1.066152690142577,1.9842270924381227,0.00869565966439323,0.0008446189477552391,305f915b-c789-ebb0-e184-56b64931412f,5,0.01462582715508322,477.6640759999995,,,,,
ours,point_010,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_010.json,5918fe8ca78ca0ab1fd3098d59cb0c6028e85d35aa030720bf28ab0fb21a80db,624.7895520646125,1.0892286575731018,1.9856907584109948,0.010159325637265404,0.0015958375564433115,305f915b-c789-ebb0-e184-56b64931412f,5,0.019944309756931664,464.9508239999995,12.393438576337278,0.6724546172059984,0.7213804713804713,0.4445392491467577,0.45954992166358066
ours,point_011,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_011.json,f5ee51260421baa1d693a8aca81dfc885b82f28ac39af2cf3c93c46be2d7630b,608.2203011028469,1.1189016279579298,1.9880484950573032,0.012517062283573743,0.0048685478540207465,305f915b-c789-ebb0-e184-56b64931412f,5,0.026592413009242217,449.0592589999995,,,,,
ours,point_012,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_012.json,33d8ed6eefdfe982649e84dd77c70a5af2fce7193dceaa2e1b52fbb135305694,584.6190068405122,1.1640721172219652,1.990628281588655,0.015096848814925456,0.0038397658238626194,305f915b-c789-ebb0-e184-56b64931412f,5,0.03589975756247699,426.8110679999996,,,,,
ours,point_013,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_013.json,691693099131a56a26d10563b78a5215c787a1ec35a9b5e53c2f2c1467a5a8cf,561.7798459716141,1.2113974716982356,1.9905877656289042,0.015056332855174714,0.003890395891037839,305f915b-c789-ebb0-e184-56b64931412f,5,0.04853115374186705,404.3252189999995,,,,,
ours,point_014,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_014.json,0286e8185a812050af1876425a1e404e9598a79f3359b1e2d4f4fb360737bd62,546.0927770473063,1.2461960927970388,2.0043998053246193,0.02886837255088981,0.005400848137302871,305f915b-c789-ebb0-e184-56b64931412f,5,0.06581622219787449,385.37319399999967,12.682446252615382,0.6819258089976322,0.7192760942760943,0.4308873720136519,0.4442387124341262
ours,point_015,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_015.json,231a1ef1557cb8798cf02a45e0b3355df1d595025474ac964a54c8232e9815ca,539.3299800343812,1.2618224653813137,2.0545912724839486,0.07905983971021913,0.005854290850848651,305f915b-c789-ebb0-e184-56b64931412f,5,0.08908458358096143,379.03097199999974,,,,,
ours,point_016,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_016.json,73eff76515900c44cba7698e26ea0a1c7f61cdd8fcfe32e651da8b1d65f74e5c,535.3289090562612,1.2712533800215808,2.0588574181863915,0.08332598541266201,0.0026614288466663785,305f915b-c789-ebb0-e184-56b64931412f,5,0.12033066886682103,374.7357899999998,,,,,
ours,point_017,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_017.json,930b5db36bd322716de501a71fa2b8ddccc69ba5ab2ee73071ae957c6ca1e7e4,530.3960889577866,1.2830763635498839,2.0835602366518113,0.10802880387808189,0.002732404865429233,305f915b-c789-ebb0-e184-56b64931412f,5,0.16221371935637752,369.04996599999976,,,,,
ours,point_018,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_018.json,80c3447eadc1a06f591b1a8c0d791c59fe6256ca6abd9b9c90b7d437d35ef6e6,523.7546870484948,1.2993462433645506,2.0975311445583324,0.121999711784603,0.00118375713153789,305f915b-c789-ebb0-e184-56b64931412f,5,0.21938740732624828,361.74949999999984,,,,,
ours,point_019,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_019.json,1a0cba31795fb23ac1a29cf25216172c07d0b1fcb39b4e351053e4539cb057b5,515.6534060370177,1.3197598951032297,2.115831368627458,0.14029993585372846,0.0052525810476556885,305f915b-c789-ebb0-e184-56b64931412f,5,0.29584059472781965,352.6197759999999,14.922188396486737,0.6621941594317285,0.6944444444444444,0.4300341296928328,0.3926078906138727
ours,point_020,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_020.json,4d35d4fe2f081cba5ee7746dec72c0989aaac8a7ad7a20c04ddc6bca6a87eb24,503.6902178544551,1.3511056219433748,2.1905064149042657,0.21497498213053623,0.001612771202303662,305f915b-c789-ebb0-e184-56b64931412f,5,0.4002158157890954,341.35079399999995,,,,,
ours,point_021,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_021.json,02096837a6d9c661b72e24a6001bdd8867a893dce6023e9ae00382dce9e6072f,491.3533648941666,1.3850290517652604,2.350632978839187,0.37510154606545765,0.0020415392859606148,305f915b-c789-ebb0-e184-56b64931412f,5,0.5398259840876171,328.264426,,,,,
ours,point_022,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_022.json,ca9f7930df8c4b81f861917cf22cf62c1151835a1d9d9fcb42a5d9293ddb59c3,476.42502398230135,1.428427666062979,2.5929172231569457,0.6173857903832163,0.0012700327009721741,305f915b-c789-ebb0-e184-56b64931412f,5,0.7292969267784678,313.96963000000005,,,,,
ours,point_023,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_023.json,3c8cd7a14bf3cdc834cdacfcb5009434925b7e160264701b9e620ade4693b2b6,461.67751704342663,1.4740563703842313,2.708853538605234,0.7333221058315047,0.005753294587484817,305f915b-c789-ebb0-e184-56b64931412f,5,0.983254471016731,300.8894169999999,,,,,
ours,point_024,/root/workspaces/cospaq/fake/artifacts/debug/064_llama2_pro6000_prefill_only/runs/experiment/pareto/policies/point_024.json,306b6555f5ce00c7940f0f18c43a010edd80c1b0e0c563d80cad324a6ac61374,457.72964716888964,1.4867699509311825,2.733885903532985,0.7583544707592558,0.004133430170399706,305f915b-c789-ebb0-e184-56b64931412f,5,1.0457466415884502,298.3248,34.47279550411712,0.5698500394632992,0.5193602693602694,0.2790102389078498,0.2357214072069506
