method,policy,policy_kind,layer,linear_type,selected_modules,replaced_modules,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss
sparse_bf16,layer_type:13:v_proj,layer_type,13,v_proj,1,1,1.9586225498445813,0.0007340950042067362,7.089554827917345,65408,128109.58374023438,1.9578884548403745
sparse_bf16,layer_type:13:o_proj,layer_type,13,o_proj,1,1,1.9583942750195469,0.0005058201791723338,7.087936645731585,65408,128094.65274047852,1.9578884548403745
sparse_bf16,layer_type:13:gate_proj,layer_type,13,gate_proj,1,1,1.9585820256847224,0.0006935708443478461,7.089267535485352,65408,128106.93313598633,1.9578884548403745
sparse_bf16,layer_type:13:up_proj,layer_type,13,up_proj,1,1,1.958409211406969,0.0005207565665945602,7.088042514689997,65408,128095.62969970703,1.9578884548403745
sparse_bf16,layer_type:13:down_proj,layer_type,13,down_proj,1,1,1.958698803198081,0.0008103483577064363,7.090095450859687,65408,128114.57131958008,1.9578884548403745
sparse_bf16,layer_type:14:q_proj,layer_type,14,q_proj,1,1,1.958129113900918,0.00024065906054349107,7.086057449677706,65408,128077.30908203125,1.9578884548403745
sparse_bf16,layer_type:14:k_proj,layer_type,14,k_proj,1,1,1.9582038205663752,0.0003153657260006604,7.08658684517545,65408,128082.19549560547,1.9578884548403745
sparse_bf16,layer_type:14:v_proj,layer_type,14,v_proj,1,1,1.958160991538061,0.00027253669768634303,7.0862833400462675,65408,128079.39413452148,1.9578884548403745
sparse_bf16,layer_type:14:o_proj,layer_type,14,o_proj,1,1,1.957802698803508,-8.575603686655775e-05,7.083744831002376,65408,128055.95892333984,1.9578884548403745
sparse_bf16,layer_type:14:gate_proj,layer_type,14,gate_proj,1,1,1.958398572619414,0.0005101177790394207,7.087967106912626,65408,128094.93383789062,1.9578884548403745
sparse_bf16,layer_type:14:up_proj,layer_type,14,up_proj,1,1,1.9587860653311773,0.0008976104908027249,7.090714174707775,65408,128120.27896118164,1.9578884548403745
sparse_bf16,layer_type:14:down_proj,layer_type,14,down_proj,1,1,1.9588847948846986,0.000996340044324029,7.091414272311984,65408,128126.73666381836,1.9578884548403745
sparse_bf16,layer_type:15:q_proj,layer_type,15,q_proj,1,1,1.958336466212562,0.00044801137218741793,7.087526912413321,65408,128090.87158203125,1.9578884548403745
