candidate,prefill_backend,decode_backend,supported,reason,prefill_ms,prefill_first_ms,prefill_steady_ms,decode_ms,decode_first_ms,decode_steady_ms,total_ms,weighted_total_ms,online_conversion_ms,timing_mode,model,scenario,linear_group,n,k,count
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,6.512201595306396,6.501311779022217,6.512201595306396,0.04525006232142914,0.0629120022058487,0.045180799812078475,18.096217549592257,578.5292943127453,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,mlp.gate_proj,11008,4096,32
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.8184672355651856,3.0694079399108887,2.8184672355651856,0.08173456322401762,1.510591983795166,0.07613120079040528,23.742515420913698,759.7604934692383,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,mlp.gate_proj,11008,4096,32
dense_bf16,dense_bf16,dense_bf16,True,,6.18060793876648,6.664000034332275,6.18060793876648,0.08147850070963614,0.12556800246238708,0.0813056007027626,27.03910412043333,863.8791973993182,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,mlp.up_proj,11008,4096,32
sparse_bf16,sparse_bf16,sparse_bf16,True,,3.289126396179199,43.51542282104492,3.289126396179199,0.29904674414137844,40.44633483886719,0.14160639867186547,79.84509289637208,1305.5963910378516,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,mlp.up_proj,11008,4096,32
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,2.807542395591736,3.016767978668213,2.807542395591736,0.2141311874438543,0.2508479952812195,0.21398719996213914,57.625126381218436,1842.8613595440986,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,mlp.up_proj,11008,4096,32
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,2.3845951795578,2.435904026031494,2.3845951795578,0.260554188513197,0.6687039732933044,0.25895360112190247,69.08646743893624,2198.064696508646,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,mlp.up_proj,11008,4096,32
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,6.501036834716797,6.496287822723389,6.501036834716797,0.040674249263247475,0.05756799876689911,0.04060799926519394,16.91364464610815,540.710868690908,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,mlp.up_proj,11008,4096,32
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.8101887941360473,2.948319911956787,2.8101887941360473,0.0514588131045457,1.0060800313949585,0.04771520048379898,15.983644948899746,511.4766383647919,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,mlp.up_proj,11008,4096,32
dense_bf16,dense_bf16,dense_bf16,True,,2.4424384117126463,2.819904088973999,2.4424384117126463,0.046839875511068385,0.11004800349473953,0.046592000499367715,14.433446542546154,459.9031532686204,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.k_proj,4096,4096,32
sparse_bf16,sparse_bf16,sparse_bf16,True,,1.310979187488556,38.95964813232422,1.310979187488556,0.28268719380139373,37.0522575378418,0.13849280029535294,73.67890080064535,1213.3981187567115,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.k_proj,4096,4096,32
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,2.000502383708954,2.26198410987854,2.000502383708954,0.21273131429916248,0.23030400276184082,0.21266240179538726,56.45971884429455,1806.1641133874655,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.k_proj,4096,4096,32
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.8399487853050231,3.356544017791748,1.8399487853050231,0.2543202527158428,0.34006398916244507,0.25398400276899336,66.94593348056078,2139.601391799748,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.k_proj,4096,4096,32
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,2.398143982887268,2.657952070236206,2.398143982887268,0.04483306196925696,0.0671359971165657,0.0447455994784832,13.87540784701705,443.31894877776506,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.k_proj,4096,4096,32
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.005548822879791,2.2808001041412354,2.005548822879791,0.05597425065207062,1.1444799900054932,0.05170560069382191,16.33495698980987,522.7186236739159,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.k_proj,4096,4096,32
dense_bf16,dense_bf16,dense_bf16,True,,2.447440004348755,2.8396480083465576,2.447440004348755,0.048624312061292585,0.07481600344181061,0.048521599546074864,14.895263892039656,475.8333180245012,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.o_proj,4096,4096,32
sparse_bf16,sparse_bf16,sparse_bf16,True,,1.312006402015686,38.937313079833984,1.312006402015686,0.29154118183942046,39.11161422729492,0.13930560126900673,75.94654895290732,1222.147999086231,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.o_proj,4096,4096,32
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,1.996172797679901,2.2603840827941895,1.996172797679901,0.21345868869684637,0.2369920015335083,0.21336640119552613,56.641597104072574,1811.798713719845,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.o_proj,4096,4096,32
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.8905024170875548,2.5718719959259033,1.8905024170875548,0.4136490646051243,0.5542719960212708,0.41309760212898256,107.78466295599938,3444.7328083813195,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.o_proj,4096,4096,32
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,2.402457594871521,2.711359977722168,2.402457594871521,0.04912131216406124,0.07311999797821045,0.049027199670672414,14.977513508871198,478.53355553634464,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.o_proj,4096,4096,32
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.0150240063667297,2.2877120971679688,2.0150240063667297,0.05779868782701669,1.2516800165176392,0.053116800263524055,16.811488090083003,537.9676188826561,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.o_proj,4096,4096,32
dense_bf16,dense_bf16,dense_bf16,True,,2.446636772155762,2.8306241035461426,2.446636772155762,0.04843950043868972,0.07238399982452393,0.048345600441098216,14.84714888446033,474.36357392184436,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.q_proj,4096,4096,32
sparse_bf16,sparse_bf16,sparse_bf16,True,,1.3024351835250854,33.45814514160156,1.3024351835250854,0.24785093616810627,30.66703987121582,0.12855999916791916,64.7522748425603,1125.3799189284443,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.q_proj,4096,4096,32
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,1.9903103947639464,2.165343999862671,1.9903103947639464,0.17390749909100123,0.1886720061302185,0.17384959906339645,46.51063016206026,1487.8806705668567,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.q_proj,4096,4096,32
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.8321856141090394,2.0281600952148438,1.8321856141090394,0.216248938057106,0.27238398790359497,0.2160288006067276,57.19191375672817,1828.3942294090987,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.q_proj,4096,4096,32
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,2.4143807888031006,4.337759971618652,2.4143807888031006,0.05969581258977996,0.07107199728488922,0.05965120010077953,17.69650881178677,565.9342372644692,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.q_proj,4096,4096,32
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.079827165603638,5.481535911560059,2.079827165603638,0.07777868751145434,1.2959359884262085,0.07300160005688668,21.99117116853595,703.7174773931504,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.q_proj,4096,4096,32
dense_bf16,dense_bf16,dense_bf16,True,,2.4441216230392455,4.0147199630737305,2.4441216230392455,0.04556843756290618,0.061184000223875046,0.04550720006227493,14.109641639143229,451.0225516475737,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.v_proj,4096,4096,32
sparse_bf16,sparse_bf16,sparse_bf16,True,,1.3012384057044983,31.128576278686523,1.3012384057044983,0.24260944136767648,29.81318473815918,0.12664640098810195,63.409255395829675,1108.813484214246,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.v_proj,4096,4096,32
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,1.9917824268341064,2.164479970932007,1.9917824268341064,0.17361975126550533,0.19171200692653656,0.1735488012433052,46.43843875080347,1485.466980649531,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.v_proj,4096,4096,32
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.8302688121795654,2.025696039199829,1.8302688121795654,0.2151804373424966,0.2730239927768707,0.21495359987020493,56.916460771858695,1819.5265625193717,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.v_proj,4096,4096,32
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,2.390758419036865,2.556864023208618,2.390758419036865,0.03760081271320814,0.05004800111055374,0.03755200020968914,12.01656647361815,384.142751127854,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.v_proj,4096,4096,32
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,1.9959328055381775,2.1809918880462646,1.9959328055381775,0.05108599967206828,0.9114559888839722,0.047711999714374544,15.073948721587659,482.3663590908051,0.0,warm_e2e_aligned,Llama-2-7B,normal_02,self_attn.v_proj,4096,4096,32
