pair_id,low_policy_id,high_policy_id,measured_delta,raw_delta,abs_raw_delta,local_only_pred_delta,local_only_abs_error,local_only_direction,local_layer_pred_delta,local_layer_abs_error,local_layer_direction,local_type_pred_delta,local_type_abs_error,local_type_direction,final_layer_type_pred_delta,final_layer_type_abs_error,final_layer_type_direction,selection_score,selected_pair_id
fav_pair_027,sparse_nvfp4_empirical_c064_pair01_low_empirical,sparse_nvfp4_empirical_c064_pair02_low_empirical,0.002879107301715589,0.08053602556080364,0.08053602556080364,0.003841736999682044,0.000962629697966455,1,0.022300132903221248,0.01942102560150566,1,0.008218717854073049,0.00533961055235746,1,0.024925072118687774,0.022045964816972186,1,-0.031047232762529166,selected_fav_pair_09
fav_pair_081,sparse_nvfp4_empirical_c064_pair05_low_empirical,sparse_nvfp4_empirical_c064_pair05_high_empirical,0.004549964300107234,0.0013742063180508524,0.0013742063180508524,6.555251790096861e-05,0.004484411782206266,1,0.02506847318355468,0.020518508883447445,1,0.005839830177825106,0.0012898658777178718,1,0.029176797826041545,0.02462683352593431,1,-0.031838389694197285,
fav_pair_020,sparse_nvfp4_empirical_c064_pair05_high_empirical,sparse_nvfp4_empirical_c064_pair01_high_empirical,0.014085082858509512,0.024742037535530947,0.024742037535530947,0.001180246981222155,0.012904835877287357,1,0.04612007893313319,0.03203499607462368,1,0.011724618503095918,0.002360464355413594,1,0.045141532498291725,0.031056449639782213,1,-0.03299444715538979,
fav_pair_073,sparse_nvfp4_empirical_c064_pair04_high_empirical,sparse_nvfp4_empirical_c064_pair11_high_empirical,0.04888536598817694,0.021447512583333328,0.021447512583333328,0.0010230912448034868,0.047862274743373456,1,-0.005216305315632136,0.05410167130380908,0,-0.0016455796388558097,0.05053094562703275,0,-0.0020104537982566506,0.050895819786433594,0,-0.03364493237442722,
fav_pair_014,sparse_nvfp4_empirical_c064_pair00_low_empirical,sparse_nvfp4_empirical_c064_pair07_low_empirical,0.005667256282500421,-0.04017953640386018,0.04017953640386018,-0.001916647991478504,0.007583904273978925,0,-0.02112963263542883,0.02679688891792925,0,-0.01701589286669089,0.022683149149191312,0,-0.028911345325621812,0.034578601608122234,0,-0.03374601429168597,
fav_pair_052,sparse_nvfp4_empirical_c064_pair08_high_empirical,sparse_nvfp4_empirical_c064_pair03_high_empirical,0.011953911902620185,0.19704187816822394,0.19704187816822394,0.009399310042611797,0.0025546018600083875,1,0.03810039459123085,0.026146482688610667,1,0.002651641271384869,0.009302270631235315,1,0.038042935336421974,0.02608902343380179,1,-0.03586863553844112,
fav_pair_015,sparse_nvfp4_empirical_c064_pair09_high_empirical,sparse_nvfp4_empirical_c064_pair00_low_empirical,0.0058236616698263965,-0.14007536739388815,0.14007536739388815,-0.006681888234661704,0.0125055499044881,0,-0.012915016141146957,0.018738677810973353,0,0.006930045995419215,0.0011063843255928185,1,-0.005628279870101088,0.011451941539927485,0,-0.03692067759048448,
fav_pair_002,sparse_nvfp4_empirical_c064_pair00_high_empirical,sparse_nvfp4_empirical_c064_pair03_low_empirical,0.0013063555827579343,-0.04478500925278883,0.04478500925278883,-0.0021363386866868894,0.0034426942694448237,0,-0.032971611143112645,0.03427796672587058,0,-0.02155135215278231,0.022857707735540245,0,-0.03396494712087883,0.035271302703636764,0,-0.038931106103295976,
fav_pair_075,sparse_nvfp4_empirical_c064_pair04_low_empirical,sparse_nvfp4_empirical_c064_pair06_high_empirical,0.0022655522520063087,0.014377994453394827,0.014377994453394827,0.0006858604318774053,0.0015796918201289034,1,0.00865738005026026,0.006391827798253952,1,0.0298537626836734,0.027588210431667093,1,0.031771120620711496,0.029505568368705187,1,-0.0397703067228698,selected_fav_pair_10
fav_pair_107,sparse_nvfp4_empirical_c064_pair09_high_empirical,sparse_nvfp4_empirical_c064_pair07_low_empirical,0.011490917952326818,-0.18025490379774833,0.18025490379774833,-0.008598536226140208,0.020089454178467026,0,-0.03404464877657579,0.045535566728902604,0,-0.010085846871271675,0.021576764823598493,0,-0.0345396251957229,0.04603054314804972,0,-0.04177307620776327,
fav_pair_078,sparse_nvfp4_empirical_c064_pair08_low_empirical,sparse_nvfp4_empirical_c064_pair04_low_empirical,0.011730385386547137,-0.009130952490240318,0.009130952490240318,-0.00043556554696885796,0.012165950933515995,0,0.00953452512255426,0.002195860263992877,1,-0.017639230532158184,0.029369615918705322,0,-0.0054662187492874326,0.01719660413583457,0,-0.04271364418804423,
fav_pair_050,sparse_nvfp4_empirical_c064_pair07_high_empirical,sparse_nvfp4_empirical_c064_pair03_high_empirical,0.04154173315387899,-0.0041679971628223456,0.0041679971628223456,-0.00019882218924355266,0.04174055534312254,0,0.005422569623112161,0.03611916353076683,1,-0.020459008356377456,0.062000741510256446,0,-0.007228453379929167,0.04877018653380816,0,-0.04343850263546273,
fav_pair_093,sparse_nvfp4_empirical_c064_pair06_high_empirical,sparse_nvfp4_empirical_c064_pair08_high_empirical,0.06547112474236227,-0.0046666677493067965,0.0046666677493067965,-0.00022260982005126162,0.06569373456241354,0,-0.03168356948879045,0.09715469423115272,0,-0.007727302011010101,0.07319842675337238,0,-0.03190471628866651,0.09737584103102878,0,-0.04386414696242959,
fav_pair_046,sparse_nvfp4_empirical_c064_pair10_low_empirical,sparse_nvfp4_empirical_c064_pair02_low_empirical,0.009174681922927252,0.0048126238691246215,0.0048126238691246215,0.00022957223248648573,0.008945109690440767,1,0.02835902855412925,0.019184346631202,1,0.01950370687837452,0.010329024955447269,1,0.049159604362071674,0.03998492243914442,1,-0.04596401396793472,
fav_pair_084,sparse_nvfp4_empirical_c064_pair10_high_empirical,sparse_nvfp4_empirical_c064_pair05_high_empirical,0.03354348221870307,-0.09984804109366863,0.09984804109366863,-0.004762960565091623,0.03830644278379469,0,0.004114937426209553,0.029428544792493516,1,-0.017130611349248537,0.050674093567951606,0,-0.013209170980260587,0.046752653198963656,0,-0.04910522544027741,
fav_pair_088,sparse_nvfp4_empirical_c064_pair10_high_empirical,sparse_nvfp4_empirical_c064_pair05_low_empirical,0.028993517918595835,-0.10122224741171948,0.10122224741171948,-0.0048285130829925915,0.033822031001588426,0,-0.020953535757345126,0.04994705367594096,0,-0.022970441527073643,0.05196395944566948,0,-0.04238596880630213,0.07137948672489797,0,-0.05029811719602243,
fav_pair_090,sparse_nvfp4_empirical_c064_pair06_low_empirical,sparse_nvfp4_empirical_c064_pair06_high_empirical,0.012839384508226193,-0.0012020961977539102,0.0012020961977539102,-5.734250489686232e-05,0.012896727013123055,0,-0.012844431191963268,0.02568381570018946,0,0.0033210875406259055,0.009518296967600287,1,-0.013222175327608554,0.026061559835834747,0,-0.051460506180784,
fav_pair_049,sparse_nvfp4_empirical_c064_pair06_low_empirical,sparse_nvfp4_empirical_c064_pair03_high_empirical,0.09026442115320865,0.19117311422116323,0.19117311422116323,0.009119357717663673,0.08114506343554498,1,-0.006427606089522864,0.09669202724273152,0,-0.0017545731989993263,0.09201899435220798,0,-0.0070839562798530875,0.09734837743306174,0,-0.0526914678223669,
fav_pair_099,sparse_nvfp4_empirical_c064_pair08_low_empirical,sparse_nvfp4_empirical_c064_pair06_low_empirical,0.0011565531303272536,0.006449138160908419,0.006449138160908419,0.00030763738980540967,0.0008489157405218439,1,0.03103633636477779,0.029879783234450535,1,0.008893444610889312,0.007736891480562058,1,0.03952707719903262,0.038370524068705364,1,-0.05296740738547334,
fav_pair_119,sparse_nvfp4_empirical_c064_pair09_low_empirical,sparse_nvfp4_empirical_c064_pair10_high_empirical,0.005413087146856288,0.1400417631978108,0.1400417631978108,0.006680285244167694,0.001267198097311406,1,0.021104686677700907,0.01569159953084462,1,0.02719307567912574,0.02177998853226945,1,0.04515164393183754,0.039738556784981255,1,-0.053295672578694386,
fav_pair_058,sparse_nvfp4_empirical_c064_pair06_high_empirical,sparse_nvfp4_empirical_c064_pair03_low_empirical,0.03875508373730785,0.1927615305375836,0.1927615305375836,0.009195128500877725,0.029559955236430124,1,-0.01384930941722895,0.0526043931545368,0,-0.009614920008127109,0.04837000374543496,0,-0.010249280157025975,0.049004363894333824,0,-0.053616819343104805,
fav_pair_070,sparse_nvfp4_empirical_c064_pair06_low_empirical,sparse_nvfp4_empirical_c064_pair04_high_empirical,0.043432725618963275,-0.015012152683692825,0.015012152683692825,-0.0007161111069017567,0.04414883672586503,0,-0.023773528034507496,0.06720625365347077,0,0.013837376957851588,0.029595348661111687,1,-0.01161395859788733,0.055046684216850605,0,-0.05392375832252889,
fav_pair_076,sparse_nvfp4_empirical_c064_pair06_low_empirical,sparse_nvfp4_empirical_c064_pair04_low_empirical,0.010573832256219884,-0.015580090651148737,0.015580090651148737,-0.0007432029367742676,0.011317035192994152,0,-0.02150181124222353,0.03207564349844341,0,-0.026532675143047496,0.03710650739926738,0,-0.04499329594832005,0.055567128204539934,0,-0.05630743717761702,
fav_pair_062,sparse_nvfp4_empirical_c064_pair03_low_empirical,sparse_nvfp4_empirical_c064_pair08_high_empirical,0.026716041005054425,-0.1974281982868904,0.1974281982868904,-0.009417738320928987,0.03613377932598341,0,-0.017834260071561497,0.04455030107661592,0,0.0018876179971170082,0.024828423007937417,1,-0.021655436131640532,0.04837147713669496,0,-0.057957788840828126,
fav_pair_117,sparse_nvfp4_empirical_c064_pair10_high_empirical,sparse_nvfp4_empirical_c064_pair09_high_empirical,0.004384223728963743,-0.14065002167917218,0.14065002167917218,-0.006709300446953448,0.011093524175917191,0,0.0036525659250515874,0.0007316578039121557,1,-0.0355227319728626,0.03990695570182634,0,-0.020031786290572617,0.02441601001953636,0,-0.057977662385014714,
fav_pair_041,sparse_nvfp4_empirical_c064_pair02_low_empirical,sparse_nvfp4_empirical_c064_pair05_high_empirical,0.010054406354571999,-0.10560184435682096,0.10560184435682096,-0.005037429024778106,0.015091835379350105,0,-0.03677244437070326,0.04682685072527526,0,0.009033319453940508,0.0010210869006314904,1,-0.019941020504081253,0.02999542685865325,0,-0.06150279834545044,
fav_pair_032,sparse_nvfp4_empirical_c064_pair10_high_empirical,sparse_nvfp4_empirical_c064_pair01_low_empirical,0.02060996856241548,-0.0747822222976513,0.0747822222976513,-0.0035672685399955606,0.024177237102411042,0,0.018587248893691566,0.0020227196687239157,1,-0.034382648657262094,0.054992617219677575,0,-0.01819322259486711,0.03880319115728259,0,-0.06451183424510391,
fav_pair_095,sparse_nvfp4_empirical_c064_pair06_high_empirical,sparse_nvfp4_empirical_c064_pair11_high_empirical,0.07947870709891403,0.007637456097394413,0.007637456097394413,0.0003643226427985924,0.07911438445611543,1,-0.016145402158176364,0.09562410925709039,0,0.008870709778369873,0.07060799732054415,1,-0.00040223706853542707,0.07988094416744945,0,-0.06555578225673456,
fav_pair_021,sparse_nvfp4_empirical_c064_pair05_low_empirical,sparse_nvfp4_empirical_c064_pair01_high_empirical,0.018635047158616747,0.0261162438535818,0.0261162438535818,0.0012457994991231236,0.017389247659493623,1,0.07118855211668787,0.05255350495807112,1,0.017564448680921024,0.0010705984776957223,1,0.07431833032433327,0.055683283165716524,1,-0.06612270272730494,
fav_pair_029,sparse_nvfp4_empirical_c064_pair01_low_empirical,sparse_nvfp4_empirical_c064_pair05_low_empirical,0.008383549356180353,-0.026440025114068177,0.026440025114068177,-0.001261244542997031,0.009644793899177384,0,-0.03954078465103669,0.047924334007217045,0,0.011412207130188451,0.0030286577740080978,1,-0.024192746211435023,0.032576295567615376,0,-0.068234121067523,
fav_pair_111,sparse_nvfp4_empirical_c064_pair08_low_empirical,sparse_nvfp4_empirical_c064_pair08_high_empirical,0.07946706238091572,0.0005803742138477119,0.0005803742138477119,2.7685064857285724e-05,0.07943937731605843,1,-0.013491664315975926,0.09295872669689165,0,0.004487230140505116,0.0749798322404106,1,-0.0055998144172424436,0.08506687679815816,0,-0.07068262924525046,
fav_pair_071,sparse_nvfp4_empirical_c064_pair04_high_empirical,sparse_nvfp4_empirical_c064_pair08_high_empirical,0.03487778363162519,0.009143388736632119,0.009143388736632119,0.0004361587819536328,0.03444162484967156,1,-0.02075447264624622,0.05563225627787141,0,-0.018243591428235784,0.053121375059860976,0,-0.03351293301838773,0.06839071665001292,0,-0.07176663037014998,
fav_pair_077,sparse_nvfp4_empirical_c064_pair04_low_empirical,sparse_nvfp4_empirical_c064_pair08_high_empirical,0.06773667699436858,0.00971132670408803,0.00971132670408803,0.0004632506118261437,0.06727342638254244,1,-0.023026189438530187,0.09076286643289877,0,0.0221264606726633,0.04561021632170528,1,-0.000133595667955011,0.0678702726623236,0,-0.07192110098417206,
fav_pair_059,sparse_nvfp4_empirical_c064_pair06_low_empirical,sparse_nvfp4_empirical_c064_pair03_low_empirical,0.05159446824553404,0.1915594343398297,0.1915594343398297,0.009137785995980863,0.04245668224955318,1,-0.026693740609192218,0.07828820885472626,0,-0.006293832467501204,0.057888300713035246,0,-0.02347145548463453,0.07506592373016857,0,-0.07502924167597864,
fav_pair_110,sparse_nvfp4_empirical_c064_pair11_low_empirical,sparse_nvfp4_empirical_c064_pair07_low_empirical,0.027779018342378503,0.18789750159826024,0.18789750159826024,0.008963104138940331,0.018815914203438172,1,-0.005975478421687774,0.03375449676406628,0,0.005630266242077048,0.022148752100301455,1,-0.0020334137600710456,0.02981243210244955,0,-0.07858630793205063,
fav_pair_100,sparse_nvfp4_empirical_c064_pair06_low_empirical,sparse_nvfp4_empirical_c064_pair11_high_empirical,0.09231809160714022,0.006435359899640503,0.006435359899640503,0.00030698013790173007,0.09201111146923849,1,-0.028989833350139632,0.12130792495727985,0,0.012191797318995778,0.08012629428814444,1,-0.013624412396143981,0.1059425040032842,0,-0.0869682045896084,
fav_pair_092,sparse_nvfp4_empirical_c064_pair06_high_empirical,sparse_nvfp4_empirical_c064_pair07_low_empirical,0.013197638517256749,0.1970210530846428,0.1970210530846428,0.009398316642533266,0.0037993218747234825,1,-0.02600552821335475,0.0392031667306115,0,-0.016472700740741836,0.029670339257998585,0,-0.03687172798931543,0.05006936650657218,0,-0.09040997931782835,
fav_pair_026,sparse_nvfp4_empirical_c064_pair01_low_empirical,sparse_nvfp4_empirical_c064_pair02_high_empirical,0.03226700221022494,0.08045202055633727,0.08045202055633727,0.0038377297851271974,0.02842927242509774,1,-0.057613809595876586,0.08988081180610152,0,0.0490595909458485,0.01679258873562356,1,-0.011994513150749259,0.044261515360974196,0,-0.09117574665967852,
fav_pair_034,sparse_nvfp4_empirical_c064_pair02_low_empirical,sparse_nvfp4_empirical_c064_pair02_high_empirical,0.02938789490850935,-8.400500446636983e-05,8.400500446636983e-05,-4.007214554846428e-06,0.029391902123064195,0,-0.07991394249909783,0.10930183740760718,0,0.04084087309177545,0.0114529781832661,1,-0.03691958526943703,0.06630748017794638,0,-0.09434450915231166,
fav_pair_035,sparse_nvfp4_empirical_c064_pair05_high_empirical,sparse_nvfp4_empirical_c064_pair02_high_empirical,0.01933348855393735,0.10551783935235459,0.10551783935235459,0.00503342181022326,0.01430006674371409,1,-0.04314149812839457,0.06247498668233192,0,0.03180755363783494,0.01247406508389759,1,-0.01697856476535578,0.03631205331929313,0,-0.0960413374803239,
fav_pair_012,sparse_nvfp4_empirical_c064_pair00_low_empirical,sparse_nvfp4_empirical_c064_pair05_low_empirical,0.018785632519805695,0.17950314166134085,0.17950314166134085,0.00856267559862256,0.010222956921183135,1,-0.011691085541249757,0.030476718061055452,0,0.00562224445036974,0.013163388069435955,1,-0.016725902645628427,0.03551153516543412,0,-0.10005271462547688,
fav_pair_042,sparse_nvfp4_empirical_c064_pair02_low_empirical,sparse_nvfp4_empirical_c064_pair05_low_empirical,0.005504442054464764,-0.10697605067487181,0.10697605067487181,-0.005102981542679075,0.010607423597143839,0,-0.06184091755425794,0.0673453596087227,0,0.003193489276115402,0.002310952778349362,1,-0.0491178183301228,0.05462226038458756,0,-0.10231001160406025,
fav_pair_086,sparse_nvfp4_empirical_c064_pair09_high_empirical,sparse_nvfp4_empirical_c064_pair05_low_empirical,0.02460929418963209,0.0394277742674527,0.0394277742674527,0.0018807873639608563,0.022728506825671235,1,-0.024606101682396714,0.049215395872028805,0,0.012552290445788955,0.012057003743843137,1,-0.022354182515729515,0.046963476705361606,0,-0.10247676184579865,
fav_pair_118,sparse_nvfp4_empirical_c064_pair09_high_empirical,sparse_nvfp4_empirical_c064_pair10_low_empirical,0.009930170212240075,0.1415912010731999,0.1415912010731999,0.006754196674153445,0.0031759735380866294,1,0.008875787317731976,0.001054382894508099,1,-0.010144905708700969,0.020075075920941043,0,-0.02239596854767839,0.032326138759918466,0,-0.10761786717600101,
fav_pair_037,sparse_nvfp4_empirical_c064_pair09_high_empirical,sparse_nvfp4_empirical_c064_pair02_high_empirical,0.048492747043676676,0.14631981993785814,0.14631981993785814,0.006979761692085085,0.04151298535159159,1,-0.04267912662723661,0.09117187367091328,0,0.050199674261449,0.001706927217772325,1,-0.01015594945504375,0.058648696498720426,0,-0.10853299218636005,
fav_pair_098,sparse_nvfp4_empirical_c064_pair06_low_empirical,sparse_nvfp4_empirical_c064_pair07_low_empirical,0.02603702302548294,0.19581895688688888,0.19581895688688888,0.009340974137636404,0.016696048887846537,1,-0.03884995940531802,0.06488698243080096,0,-0.01315161320011593,0.03918863622559887,0,-0.05009390331692398,0.07613092634240692,0,-0.11182240165070219,
fav_pair_039,sparse_nvfp4_empirical_c064_pair10_high_empirical,sparse_nvfp4_empirical_c064_pair02_high_empirical,0.05287697077264042,0.005669798258685965,0.005669798258685965,0.00027046124513163683,0.05260650952750878,1,-0.03902656070218502,0.09190353147482544,0,0.014676942288586403,0.038200028484054016,1,-0.030187735745616368,0.08306470651825679,0,-0.11300393197302311,
fav_pair_121,sparse_nvfp4_empirical_c064_pair10_high_empirical,sparse_nvfp4_empirical_c064_pair10_low_empirical,0.014314393941203818,0.0009411793940277136,0.0009411793940277136,4.489622719999753e-05,0.01426949771400382,1,0.012528353242783563,0.0017860406984202548,1,-0.045667637681563567,0.059982031622767384,0,-0.04242775483825101,0.056742148779454826,0,-0.12996952869384884,
fav_pair_018,sparse_nvfp4_empirical_c064_pair01_high_empirical,sparse_nvfp4_empirical_c064_pair02_high_empirical,0.005248405695427838,0.08077580181682364,0.08077580181682364,0.0038531748290011048,0.0013952308664267332,1,-0.08926157706152776,0.0945099827569556,0,0.02008293513473902,0.014834529439311184,1,-0.062120097263647506,0.06736850295907534,0,-0.15385577488886715,
