method,policy,policy_kind,layer,linear_type,selected_modules,replaced_modules,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss,module_name,module_family,numel,weight_mse,weight_rel_mse,weight_rmse_over_rms,weight_max_abs_error,output_mse,output_rel_mse,output_rmse_over_rms,output_max_abs_error
dense_nvfp4,layer_type:1:o_proj,layer_type,1,o_proj,1,1,1.958143560853723,0.0002551060133484384,7.08615982235474,65408,128078.25402832031,1.9578884548403745,model.layers.1.self_attn.o_proj,attention,16777216,5.182718041396583e-07,0.007618118590627297,0.08728183425333874,0.033203125,8.490359273416459e-07,0.0026375190124432422,0.05135678156235301,0.09375
dense_nvfp4,layer_type:1:gate_proj,layer_type,1,gate_proj,1,1,1.9581962919515172,0.00030783711114268364,7.086533493193269,65408,128081.70306396484,1.9578884548403745,model.layers.1.mlp.gate_proj,mlp,45088768,2.4686627046659936e-06,0.00743876758600647,0.08624829033671606,0.0546875,4.8787615501063303e-05,0.0022110164032453318,0.04702144620537879,0.25
dense_nvfp4,layer_type:1:up_proj,layer_type,1,up_proj,1,1,1.9577481247440942,-0.00014033009628033888,7.083358252839762,65408,128052.38934326172,1.9578884548403745,model.layers.1.mlp.up_proj,mlp,45088768,2.1889923224333933e-06,0.007439650563981835,0.08625340899919165,0.04296875,4.2646130358937015e-05,0.003967563508606046,0.0629885982429046,0.25
dense_nvfp4,layer_type:1:down_proj,layer_type,1,down_proj,1,1,1.9798263313718971,0.02193787653152257,7.241485257140189,65408,129496.48068237305,1.9578884548403745,model.layers.1.mlp.down_proj,mlp,45088768,2.3145156203184365e-06,0.007642513074512798,0.08742146804139586,0.0419921875,0.002251224708288646,0.00047396946678646286,0.021770839827311737,6.25
dense_nvfp4,layer_type:2:q_proj,layer_type,2,q_proj,1,1,1.957916479054729,2.802421435443847e-05,7.0845508671234585,65408,128063.40106201172,1.9578884548403745,model.layers.2.self_attn.q_proj,attention,16777216,5.341603809938533e-06,0.0075377496886310305,0.08682021474651529,0.045166015625,0.0007130729086384235,0.0004119418364654923,0.020296350323777235,0.234375
dense_nvfp4,layer_type:2:k_proj,layer_type,2,k_proj,1,1,1.9579055547247661,1.709988439158039e-05,7.084473473574885,65408,128062.6865234375,1.9578884548403745,model.layers.2.self_attn.k_proj,attention,16777216,5.897357823414495e-06,0.00752226710324387,0.08673100427899973,0.0283203125,0.0008302830483444268,0.00035104715571962334,0.018736252445983516,0.267578125
dense_nvfp4,layer_type:2:v_proj,layer_type,2,v_proj,1,1,1.9578881217075654,-3.331328091160657e-07,7.084349970903477,65408,128061.54626464844,1.9578884548403745,model.layers.2.self_attn.v_proj,attention,16777216,1.552151161376969e-06,0.007549940540413513,0.08689039383276792,0.011474609375,0.00016460947028917872,0.005093140920191802,0.0713662449635106,0.099853515625
dense_nvfp4,layer_type:2:o_proj,layer_type,2,o_proj,1,1,1.9581307357071431,0.00024228086676858496,7.086068941899109,65408,128077.41516113281,1.9578884548403745,model.layers.2.self_attn.o_proj,attention,16777216,1.466639332647901e-06,0.007583450417058336,0.08708300877357383,0.080078125,1.5488421345466463e-06,0.0044408341273509885,0.0666395837873481,0.08984375
dense_nvfp4,layer_type:2:gate_proj,layer_type,2,gate_proj,1,1,1.9579123638847336,2.3909044359005094e-05,7.084521713052286,65408,128063.13189697266,1.9578884548403745,model.layers.2.mlp.gate_proj,mlp,45088768,2.6005661713370924e-06,0.007413808966314013,0.08610347824747856,0.024169921875,0.00010531118975852096,0.003705184842676745,0.06087022952705817,0.140625
dense_nvfp4,layer_type:2:up_proj,layer_type,2,up_proj,1,1,1.9579017204314528,1.3265591078281957e-05,7.084446309677694,65408,128062.43572998047,1.9578884548403745,model.layers.2.mlp.up_proj,mlp,45088768,2.2596339180762337e-06,0.007410970332983655,0.08608699282112052,0.013671875,9.126350338446237e-05,0.005075413604849303,0.07124193712167927,0.0693359375
dense_nvfp4,layer_type:2:down_proj,layer_type,2,down_proj,1,1,1.9583811414685035,0.0004926866281289577,7.0878435565651525,65408,128093.79370117188,1.9578884548403745,model.layers.2.mlp.down_proj,mlp,45088768,2.3202878236229165e-06,0.007515589351868319,0.08669249882122627,0.0263671875,4.334617180745681e-06,0.00562512925153523,0.07500086167195168,0.03515625
dense_nvfp4,layer_type:3:q_proj,layer_type,3,q_proj,1,1,1.9579710503147072,8.259547433264736e-05,7.084937490539825,65408,128066.97045898438,1.9578884548403745,model.layers.3.self_attn.q_proj,attention,16777216,4.768946837430121e-06,0.007516484391506553,0.08669766081911641,0.0283203125,0.001430323925887933,0.0008598537392592174,0.029323262766261488,0.37890625
dense_nvfp4,layer_type:3:k_proj,layer_type,3,k_proj,1,1,1.9579165989638774,2.81441235028268e-05,7.084551716625971,65408,128063.4089050293,1.9578884548403745,model.layers.3.self_attn.k_proj,attention,16777216,5.161557055544108e-06,0.007516392624863626,0.08669713158382823,0.0234375,0.0015913545757939573,0.000671423656612873,0.025911843944668875,0.39453125
dense_nvfp4,layer_type:3:v_proj,layer_type,3,v_proj,1,1,1.9583636244682416,0.00047516962786708916,7.087719399895145,65408,128092.64794921875,1.9578884548403745,model.layers.3.self_attn.v_proj,attention,16777216,1.393440243191435e-06,0.007530557591967048,0.08677878537964823,0.00927734375,0.00036485042551248625,0.005286598609644275,0.07270899950930611,0.146484375
dense_nvfp4,layer_type:3:o_proj,layer_type,3,o_proj,1,1,1.9576673601004941,-0.00022109473988041195,7.082786191036474,65408,128047.10668945312,1.9578884548403745,model.layers.3.self_attn.o_proj,attention,16777216,1.3388905699684983e-06,0.00755881358575752,0.08694143767938002,0.052734375,2.4713089032957214e-06,0.0033877723890818018,0.05820457360965547,0.1171875
dense_nvfp4,layer_type:3:gate_proj,layer_type,3,gate_proj,1,1,1.9578930515132538,4.596672879220165e-06,7.0843848954583475,65408,128061.8687133789,1.9578884548403745,model.layers.3.mlp.gate_proj,mlp,45088768,2.6805898605109475e-06,0.007422527483508725,0.08615409150765113,0.02197265625,0.00018027092427960165,0.004097342485828571,0.06401048731128807,0.1953125
dense_nvfp4,layer_type:3:up_proj,layer_type,3,up_proj,1,1,1.9578830071391424,-5.447701232119684e-06,7.084313737603478,65408,128061.21173095703,1.9578884548403745,model.layers.3.mlp.up_proj,mlp,45088768,2.2952047211854436e-06,0.0074202553238113,0.08614090389478915,0.0186767578125,0.00015349692279583948,0.005829505473062078,0.07635119824247735,0.083984375
dense_nvfp4,layer_type:3:down_proj,layer_type,3,down_proj,1,1,1.958325482161311,0.0004370273209364228,7.0874490630820235,65408,128090.15313720703,1.9578884548403745,model.layers.3.mlp.down_proj,mlp,45088768,2.3468061510018657e-06,0.007555567269761706,0.08692276611890412,0.028076171875,8.695404336123147e-06,0.005913368937284977,0.0768984326061655,0.076171875
dense_nvfp4,layer_type:4:q_proj,layer_type,4,q_proj,1,1,1.9579516996842774,6.324484390285434e-05,7.084800393859285,65408,128065.70477294922,1.9578884548403745,model.layers.4.self_attn.q_proj,attention,16777216,5.1763013289019e-06,0.007501338441245131,0.08661026752784644,0.0263671875,0.0013974473376947572,0.0008729244594188454,0.029545295047077213,0.32421875
dense_nvfp4,layer_type:4:k_proj,layer_type,4,k_proj,1,1,1.957778987585915,-0.00010946725445948324,7.083576868778617,65408,128054.40802001953,1.9578884548403745,model.layers.4.self_attn.k_proj,attention,16777216,5.3936200856696814e-06,0.007495255693087407,0.08657514477658936,0.0234375,0.0015519029129791306,0.0006417370905606642,0.025332530283425383,0.375
dense_nvfp4,layer_type:4:v_proj,layer_type,4,v_proj,1,1,1.9579033273073558,1.4872466981286081e-05,7.084457693512902,65408,128062.54083251953,1.9578884548403745,model.layers.4.self_attn.v_proj,attention,16777216,1.5491145859414246e-06,0.00751599926445763,0.08669486296463955,0.0107421875,0.00036676352692666114,0.005534208428609223,0.07439226054240604,0.13232421875
dense_nvfp4,layer_type:4:o_proj,layer_type,4,o_proj,1,1,1.9575120007688518,-0.0003764540715227582,7.0816858995801555,65408,128036.94494628906,1.9578884548403745,model.layers.4.self_attn.o_proj,attention,16777216,1.4886811641190434e-06,0.007545096504381444,0.08686251495542507,0.05078125,5.358940882160823e-06,0.004387924611180626,0.0662414116031703,0.1171875
dense_nvfp4,layer_type:4:gate_proj,layer_type,4,gate_proj,1,1,1.9580127866300818,0.0001243317897072771,7.085233195896123,65408,128069.70034790039,1.9578884548403745,model.layers.4.mlp.gate_proj,mlp,45088768,2.801110852932081e-06,0.007443053029948133,0.08627313040540567,0.02099609375,0.00025409979080418557,0.003354513182330718,0.05791815934860774,0.16796875
dense_nvfp4,layer_type:4:up_proj,layer_type,4,up_proj,1,1,1.958107161195311,0.00021870635493637103,7.085901893252047,65408,128075.87319946289,1.9578884548403745,model.layers.4.mlp.up_proj,mlp,45088768,2.2683552531308907e-06,0.007438615899810654,0.08624741097453682,0.019775390625,0.00020337586804173972,0.005582997233090989,0.07471945685757485,0.107421875
dense_nvfp4,layer_type:4:down_proj,layer_type,4,down_proj,1,1,1.957905173534983,1.67186946085085e-05,7.084470773046493,65408,128062.66159057617,1.9578884548403745,model.layers.4.mlp.down_proj,mlp,45088768,2.2965785235079914e-06,0.007568685843604186,0.08699819448473736,0.03515625,1.6497482675958963e-05,0.005331198328629664,0.07301505549288903,0.07421875
dense_nvfp4,layer_type:5:q_proj,layer_type,5,q_proj,1,1,1.95785682821927,-3.162662110445247e-05,7.084128280349336,65408,128059.49942016602,1.9578884548403745,model.layers.5.self_attn.q_proj,attention,16777216,5.229602720646653e-06,0.0075003264658729885,0.0866044252095295,0.0262451171875,0.0015398601090055308,0.0009626544082569223,0.03102667252956595,0.390625
dense_nvfp4,layer_type:5:k_proj,layer_type,5,k_proj,1,1,1.9578963739764668,7.91913609221595e-06,7.084408433105651,65408,128062.08602905273,1.9578884548403745,model.layers.5.self_attn.k_proj,attention,16777216,5.661203431372996e-06,0.007491181947279755,0.08655161435397814,0.02490234375,0.0017375591887685005,0.000691697022903422,0.026300133514935282,0.375
dense_nvfp4,layer_type:5:v_proj,layer_type,5,v_proj,1,1,1.9577588120551959,-0.00012964278517868522,7.083433955297582,65408,128053.08837890625,1.9578884548403745,model.layers.5.self_attn.v_proj,attention,16777216,1.629011421755422e-06,0.00750921623761643,0.08665573401464227,0.01019287109375,0.0004199083368803258,0.005817310244199239,0.07627129371001412,0.1318359375
dense_nvfp4,layer_type:5:o_proj,layer_type,5,o_proj,1,1,1.9580022756834086,0.00011382084303401818,7.08515872377922,65408,128069.01284790039,1.9578884548403745,model.layers.5.self_attn.o_proj,attention,16777216,1.5638066770407022e-06,0.007530425518641843,0.0867780243992789,0.064453125,9.729880027009585e-06,0.005081885603069232,0.07128734532207825,0.25390625
dense_nvfp4,layer_type:5:gate_proj,layer_type,5,gate_proj,1,1,1.9579809887768471,9.253393647257191e-05,7.08500790427274,65408,128067.62051391602,1.9578884548403745,model.layers.5.mlp.gate_proj,mlp,45088768,2.8314871299297137e-06,0.007437504540620871,0.08624096787850233,0.02392578125,0.00032244817889160154,0.003109922227583445,0.055766676676877965,0.22265625
dense_nvfp4,layer_type:5:up_proj,layer_type,5,up_proj,1,1,1.9580787403942788,0.00019028555390421253,7.085700509105968,65408,128074.01425170898,1.9578884548403745,model.layers.5.mlp.up_proj,mlp,45088768,2.2671927919957875e-06,0.0074351455114883645,0.08622728983035687,0.0152587890625,0.0002543598345445664,0.0054790806506896635,0.07402081228066647,0.1083984375
dense_nvfp4,layer_type:5:down_proj,layer_type,5,down_proj,1,1,1.9577676125468573,-0.00012084229351727593,7.083496293273341,65408,128053.66400146484,1.9578884548403745,model.layers.5.mlp.down_proj,mlp,45088768,2.292649337188016e-06,0.007542478652891024,0.08684744471135017,0.0291748046875,2.416020967643817e-05,0.006255382506560732,0.07909097613862616,0.1015625
dense_nvfp4,layer_type:6:q_proj,layer_type,6,q_proj,1,1,1.958084630872872,0.00019617603249755255,7.085742247396065,65408,128074.39953613281,1.9578884548403745,model.layers.6.self_attn.q_proj,attention,16777216,4.661653292714618e-06,0.007506998213766484,0.08664293516361553,0.0283203125,0.002100109895764035,0.0011693984824934008,0.034196468860006594,0.59375
dense_nvfp4,layer_type:6:k_proj,layer_type,6,k_proj,1,1,1.9578849984708364,-3.4563695381351067e-06,7.084327844835999,65408,128061.34197998047,1.9578884548403745,model.layers.6.self_attn.k_proj,attention,16777216,4.848916887567611e-06,0.007507196653770732,0.08664408031579961,0.02587890625,0.002239706678665243,0.0009406085133016021,0.030669341585720454,0.46875
dense_nvfp4,layer_type:6:v_proj,layer_type,6,v_proj,1,1,1.9579280052632968,3.955042292225208e-05,7.084632525604968,65408,128064.15496826172,1.9578884548403745,model.layers.6.self_attn.v_proj,attention,16777216,1.4027269799044007e-06,0.007513117433758929,0.08667824083216577,0.0111083984375,0.0005676812879755744,0.005293929287709188,0.07275939312356301,0.16015625
dense_nvfp4,layer_type:6:o_proj,layer_type,6,o_proj,1,1,1.9577765166176275,-0.00011193822274702114,7.083559365506437,65408,128054.24639892578,1.9578884548403745,model.layers.6.self_attn.o_proj,attention,16777216,1.3671050282937358e-06,0.00753089998036848,0.08678075812280324,0.05859375,1.292478355452431e-05,0.005272874780826978,0.07261456314560447,0.15234375
dense_nvfp4,layer_type:6:gate_proj,layer_type,6,gate_proj,1,1,1.9579247980435066,3.6343203132060964e-05,7.084609803667763,65408,128063.94519042969,1.9578884548403745,model.layers.6.mlp.gate_proj,mlp,45088768,2.9280010155986907e-06,0.007435039448677671,0.0862266748093516,0.0230712890625,0.00040535262493459983,0.002803667933692922,0.05294967359382796,0.2109375
dense_nvfp4,layer_type:6:up_proj,layer_type,6,up_proj,1,1,1.9581572864853474,0.0002688316449728223,7.086257085041588,65408,128079.1517944336,1.9578884548403745,model.layers.6.mlp.up_proj,mlp,45088768,2.2517210603583345e-06,0.0074361300800104375,0.08623299878822746,0.017333984375,0.00030661883376820317,0.005443041515938971,0.07377697144732204,0.1165771484375
dense_nvfp4,layer_type:6:down_proj,layer_type,6,down_proj,1,1,1.957897088299059,8.633458684403905e-06,7.084413493660454,65408,128062.13275146484,1.9578884548403745,model.layers.6.mlp.down_proj,mlp,45088768,2.2728169380232344e-06,0.007562903962550011,0.08696495824497366,0.036865234375,3.5894651801982036e-05,0.0063291285792758485,0.07955582052418195,0.1015625
dense_nvfp4,layer_type:7:q_proj,layer_type,7,q_proj,1,1,1.9578616689095991,-2.6785930775430344e-05,7.084162572503591,65408,128059.81604003906,1.9578884548403745,model.layers.7.self_attn.q_proj,attention,16777216,4.639598955691326e-06,0.0074990472449827095,0.08659703947008067,0.029296875,0.0022432669866248034,0.0012356160658536955,0.035151330925779975,0.5390625
dense_nvfp4,layer_type:7:k_proj,layer_type,7,k_proj,1,1,1.9578088370321314,-7.961780824317088e-05,7.083788312781108,65408,128056.36041259766,1.9578884548403745,model.layers.7.self_attn.k_proj,attention,16777216,4.685442036134191e-06,0.007501466482880836,0.08661100670746667,0.025390625,0.0023536391945526702,0.0009895773116825586,0.03145754776969366,0.484375
dense_nvfp4,layer_type:7:v_proj,layer_type,7,v_proj,1,1,1.958027816798589,0.00013936195821440123,7.085339688945272,65408,128070.68344116211,1.9578884548403745,model.layers.7.self_attn.v_proj,attention,16777216,1.4390819842446945e-06,0.007514663827266539,0.08668716068292086,0.010498046875,0.0006367028363456484,0.0054520487620133605,0.0738379899646067,0.16845703125
dense_nvfp4,layer_type:7:o_proj,layer_type,7,o_proj,1,1,1.9578547729671352,-3.3681873239377325e-05,7.084113720694526,65408,128059.36499023438,1.9578884548403745,model.layers.7.self_attn.o_proj,attention,16777216,1.3862063497072086e-06,0.007517744273640742,0.08670492646695885,0.0498046875,1.816239199570191e-05,0.0060270477821955755,0.07763406328536189,0.2841796875
dense_nvfp4,layer_type:7:gate_proj,layer_type,7,gate_proj,1,1,1.9576829534220836,-0.00020550141829089874,7.0828966360604015,65408,128048.12661743164,1.9578884548403745,model.layers.7.mlp.gate_proj,mlp,45088768,2.927500835814795e-06,0.007442000212856136,0.08626702853846385,0.02197265625,0.00047328218081316284,0.002757298661836292,0.052509986305809414,0.28125
dense_nvfp4,layer_type:7:up_proj,layer_type,7,up_proj,1,1,1.957708423151662,-0.00018003168871261188,7.083077037819735,65408,128049.7925415039,1.9578884548403745,model.layers.7.mlp.up_proj,mlp,45088768,2.269773218824073e-06,0.007443192350798742,0.08627393784219393,0.01300048828125,0.0003589800957300657,0.005344004965810258,0.07310270149461139,0.1240234375
dense_nvfp4,layer_type:7:down_proj,layer_type,7,down_proj,1,1,1.9580717702667774,0.00018331542640281917,7.085651121042104,65408,128073.55834960938,1.9578884548403745,model.layers.7.mlp.down_proj,mlp,45088768,2.2745990400137597e-06,0.0075438743322625975,0.08685547957534169,0.038818359375,4.859525330402903e-05,0.006463350360624519,0.08039496477158578,0.1171875
dense_nvfp4,layer_type:8:q_proj,layer_type,8,q_proj,1,1,1.9579796506467397,9.11958063651852e-05,7.084998423616695,65408,128067.53298950195,1.9578884548403745,model.layers.8.self_attn.q_proj,attention,16777216,4.731503850052832e-06,0.007499229628282341,0.08659809252103848,0.029296875,0.0022514605825563194,0.0013109546688855151,0.03620710798842563,0.609375
dense_nvfp4,layer_type:8:k_proj,layer_type,8,k_proj,1,1,1.9578709667676115,-1.7488072763027773e-05,7.084228440347542,65408,128060.42419433594,1.9578884548403745,model.layers.8.self_attn.k_proj,attention,16777216,4.780813469551504e-06,0.007490305818150645,0.08654655289582969,0.0244140625,0.0023796411296643782,0.0009678097387019178,0.031109640607083808,0.46875
dense_nvfp4,layer_type:8:v_proj,layer_type,8,v_proj,1,1,1.9583244305067566,0.0004359756663820935,7.087441609537858,65408,128090.08435058594,1.9578884548403745,model.layers.8.self_attn.v_proj,attention,16777216,1.5171391396506806e-06,0.007505971638513666,0.08663701078934836,0.010498046875,0.0006574007052222441,0.005173610439638505,0.07192781408911648,0.17529296875
dense_nvfp4,layer_type:8:o_proj,layer_type,8,o_proj,1,1,1.9578428343084227,-4.5620531951895416e-05,7.084029146383386,65408,128058.58410644531,1.9578884548403745,model.layers.8.self_attn.o_proj,attention,16777216,1.4707275113323703e-06,0.007516236105940442,0.0866962289026486,0.06640625,2.9460054861374374e-05,0.006763520429436268,0.08224062517658938,0.25
dense_nvfp4,layer_type:8:gate_proj,layer_type,8,gate_proj,1,1,1.9579306045390388,4.214969866422891e-05,7.084650940542366,65408,128064.32498168945,1.9578884548403745,model.layers.8.mlp.gate_proj,mlp,45088768,2.8369166863930606e-06,0.007446595417230635,0.08629365803597988,0.025390625,0.0004916331324006192,0.002755586606057681,0.05249368158224074,0.265625
dense_nvfp4,layer_type:8:up_proj,layer_type,8,up_proj,1,1,1.9577207686616482,-0.00016768617872631175,7.083164482557812,65408,128050.6000366211,1.9578884548403745,model.layers.8.mlp.up_proj,mlp,45088768,2.327908796994665e-06,0.007447539105046462,0.08629912574902751,0.0150146484375,0.0003942777328247334,0.005007636000269594,0.07076465219493129,0.16961669921875
dense_nvfp4,layer_type:8:down_proj,layer_type,8,down_proj,1,1,1.9580600410991453,0.00017158625877078393,7.08556801273972,65408,128072.79116821289,1.9578884548403745,model.layers.8.mlp.down_proj,mlp,45088768,2.317280991836776e-06,0.007526273511922767,0.0867540979546371,0.03271484375,5.928559519929877e-05,0.006517854931493544,0.08073323312919868,0.140625
dense_nvfp4,layer_type:9:q_proj,layer_type,9,q_proj,1,1,1.957898412898562,9.95805818737594e-06,7.084422877677262,65408,128062.21939086914,1.9578884548403745,model.layers.9.self_attn.q_proj,attention,16777216,4.734007234219462e-06,0.007484304559686109,0.0865118752523959,0.031005859375,0.002325627987374901,0.0013960170370409075,0.03736331137681599,0.445068359375
dense_nvfp4,layer_type:9:k_proj,layer_type,9,k_proj,1,1,1.9577114959985542,-0.0001769588418203405,7.083098803064439,65408,128049.99353027344,1.9578884548403745,model.layers.9.self_attn.k_proj,attention,16777216,4.969521796738263e-06,0.007477075843914855,0.08647008641093668,0.0263671875,0.0025547615023242543,0.0009942996449226265,0.031532517262702425,0.4375
dense_nvfp4,layer_type:9:v_proj,layer_type,9,v_proj,1,1,1.9581674904272748,0.00027903558690023367,7.086329393166279,65408,128079.81921386719,1.9578884548403745,model.layers.9.self_attn.v_proj,attention,16777216,1.5756293123558862e-06,0.007495182232466869,0.08657472051625041,0.010498046875,0.0007129883179004537,0.005290013722997214,0.07273248052278442,0.173828125
dense_nvfp4,layer_type:9:o_proj,layer_type,9,o_proj,1,1,1.9578597951541907,-2.8659686183818422e-05,7.084149298528093,65408,128059.69348144531,1.9578884548403745,model.layers.9.self_attn.o_proj,attention,16777216,1.534517195977969e-06,0.007501978717392025,0.08661396375522844,0.056640625,4.0210972827026126e-05,0.007187048600027759,0.08477646253546889,0.2109375
dense_nvfp4,layer_type:9:gate_proj,layer_type,9,gate_proj,1,1,1.9581284476352998,0.00023999279492525893,7.086052728482832,65408,128077.26550292969,1.9578884548403745,model.layers.9.mlp.gate_proj,mlp,45088768,2.784003722914603e-06,0.007451323669815925,0.08632104998096307,0.02294921875,0.000519211042935007,0.0027132987857277644,0.05208933466389991,0.2890625
dense_nvfp4,layer_type:9:up_proj,layer_type,9,up_proj,1,1,1.9579551924464753,6.673760610076407e-05,7.0848251394254955,65408,128065.93322753906,1.9578884548403745,model.layers.9.mlp.up_proj,mlp,45088768,2.3596451704412004e-06,0.007447857380220628,0.08630096975249252,0.017822265625,0.00042904408304778816,0.00487587288898509,0.06982745082691398,0.1494140625
dense_nvfp4,layer_type:9:down_proj,layer_type,9,down_proj,1,1,1.9579708244935874,8.236965321284373e-05,7.084935890611487,65408,128066.95568847656,1.9578884548403745,model.layers.9.mlp.down_proj,mlp,45088768,2.3461728042727985e-06,0.007516201826273833,0.08669603120255179,0.0380859375,6.974939083193021e-05,0.006656015140795511,0.08158440500975361,0.140625
dense_nvfp4,layer_type:10:q_proj,layer_type,10,q_proj,1,1,1.9581783233090155,0.0002898684686409858,7.086406158950368,65408,128080.5277709961,1.9578884548403745,model.layers.10.self_attn.q_proj,attention,16777216,4.722598987427773e-06,0.0074866090752777,0.08652519329812387,0.02099609375,0.002387952419667272,0.0014516512836975507,0.03810054177695575,0.5
dense_nvfp4,layer_type:10:k_proj,layer_type,10,k_proj,1,1,1.9576654322226688,-0.00022302261770579257,7.082772536303197,65408,128046.98059082031,1.9578884548403745,model.layers.10.self_attn.k_proj,attention,16777216,5.00805072078947e-06,0.007474709291566953,0.08645640110232991,0.0224609375,0.002657576287674601,0.001030458053703634,0.032100748491330135,0.5
dense_nvfp4,layer_type:10:v_proj,layer_type,10,v_proj,1,1,1.9576600199809513,-0.00022843485942325437,7.082734202729936,65408,128046.62658691406,1.9578884548403745,model.layers.10.self_attn.v_proj,attention,16777216,1.5434358147103922e-06,0.007489872649018763,0.08654405033864987,0.01068115234375,0.0007191601921476831,0.005152256183521172,0.07177921832620618,0.1953125
dense_nvfp4,layer_type:10:o_proj,layer_type,10,o_proj,1,1,1.9578678925210016,-2.0562319372974258e-05,7.0842066617157515,65408,128060.22311401367,1.9578884548403745,model.layers.10.self_attn.o_proj,attention,16777216,1.5189197029030765e-06,0.007488840368315714,0.08653808622979661,0.05859375,5.752124872060449e-05,0.0077335865152193305,0.08794081256856415,0.28125
dense_nvfp4,layer_type:10:gate_proj,layer_type,10,gate_proj,1,1,1.9576854099266217,-0.00020304491375289224,7.082914035249501,65408,128048.28729248047,1.9578884548403745,model.layers.10.mlp.gate_proj,mlp,45088768,2.766176949926587e-06,0.007449975967231437,0.08631324328995775,0.025390625,0.0005386666649259454,0.002648144008580161,0.05146012056515376,0.328125
