key,policy_index,batch_size_for_policy,point_index,policy_json,label,benchmark,dataset,ce_nll,num_samples,real_samples,fake_samples,acc,real_acc,fake_acc,bal_acc,auc,ap,runtime_dtype,effective_dense_runtime,replaced_linear_count,skipped_linear_count,backend_counts,runtime_skipped,sample_limit,batch_size,calib_samples
policy_018,18,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_018_speed_count_157.json,speed_count_157,GenImage,VQDM,0.0546384519,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_009,9,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_009_random_count_78_seed_11.json,random_count_78_seed_11,GenImage,glide,0.0523692155,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,78,0,"{'dense_bf16': 146, 'sparse_bf16': 78}",[],192,16,64
policy_018,18,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_018_speed_count_157.json,speed_count_157,GenImage,BigGAN,0.0761813754,192,96,96,0.99479167,0.98958333,1.00000000,0.99479167,0.99848090,0.99838958,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_009,9,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_009_random_count_78_seed_11.json,random_count_78_seed_11,GenImage,wukong,0.0569491948,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,78,0,"{'dense_bf16': 146, 'sparse_bf16': 78}",[],192,16,64
policy_009,9,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_009_random_count_78_seed_11.json,random_count_78_seed_11,GenImage,VQDM,0.0524864104,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,78,0,"{'dense_bf16': 146, 'sparse_bf16': 78}",[],192,16,64
policy_009,9,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_009_random_count_78_seed_11.json,random_count_78_seed_11,GenImage,BigGAN,0.0559336518,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,78,0,"{'dense_bf16': 146, 'sparse_bf16': 78}",[],192,16,64
policy_004,4,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_004_random_count_45_seed_11.json,random_count_45_seed_11,GenImage,Midjourney,0.0568307561,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,45,0,"{'dense_bf16': 179, 'sparse_bf16': 45}",[],192,16,64
policy_004,4,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_004_random_count_45_seed_11.json,random_count_45_seed_11,GenImage,stable_diffusion_v_1_4,0.0517533415,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,45,0,"{'dense_bf16': 179, 'sparse_bf16': 45}",[],192,16,64
policy_034,34,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_034_type_k_proj.json,type_k_proj,GenImage,Midjourney,0.0529365397,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_004,4,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_004_random_count_45_seed_11.json,random_count_45_seed_11,GenImage,stable_diffusion_v_1_5,0.0529078698,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,45,0,"{'dense_bf16': 179, 'sparse_bf16': 45}",[],192,16,64
policy_004,4,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_004_random_count_45_seed_11.json,random_count_45_seed_11,GenImage,ADM,0.0834498703,192,96,96,0.98437500,1.00000000,0.96875000,0.98437500,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,45,0,"{'dense_bf16': 179, 'sparse_bf16': 45}",[],192,16,64
policy_034,34,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_034_type_k_proj.json,type_k_proj,GenImage,stable_diffusion_v_1_4,0.0531561403,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_004,4,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_004_random_count_45_seed_11.json,random_count_45_seed_11,GenImage,glide,0.0519720359,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,45,0,"{'dense_bf16': 179, 'sparse_bf16': 45}",[],192,16,64
policy_034,34,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_034_type_k_proj.json,type_k_proj,GenImage,stable_diffusion_v_1_5,0.0539008624,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_039,39,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_039_type_down_proj.json,type_down_proj,GenImage,Midjourney,0.0565717341,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_004,4,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_004_random_count_45_seed_11.json,random_count_45_seed_11,GenImage,wukong,0.0528012570,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,45,0,"{'dense_bf16': 179, 'sparse_bf16': 45}",[],192,16,64
policy_034,34,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_034_type_k_proj.json,type_k_proj,GenImage,ADM,0.0828192051,192,96,96,0.98958333,1.00000000,0.97916667,0.98958333,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_039,39,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_039_type_down_proj.json,type_down_proj,GenImage,stable_diffusion_v_1_4,0.0543288176,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_004,4,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_004_random_count_45_seed_11.json,random_count_45_seed_11,GenImage,VQDM,0.0529264137,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,45,0,"{'dense_bf16': 179, 'sparse_bf16': 45}",[],192,16,64
policy_034,34,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_034_type_k_proj.json,type_k_proj,GenImage,glide,0.0534415717,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_004,4,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_004_random_count_45_seed_11.json,random_count_45_seed_11,GenImage,BigGAN,0.0660855634,192,96,96,0.99479167,1.00000000,0.98958333,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,45,0,"{'dense_bf16': 179, 'sparse_bf16': 45}",[],192,16,64
policy_039,39,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_039_type_down_proj.json,type_down_proj,GenImage,stable_diffusion_v_1_5,0.0557177983,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_034,34,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_034_type_k_proj.json,type_k_proj,GenImage,wukong,0.0542278197,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_039,39,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_039_type_down_proj.json,type_down_proj,GenImage,ADM,0.0716605876,192,96,96,0.98958333,1.00000000,0.97916667,0.98958333,0.99978299,0.99978410,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_029,29,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_029_layer_16_23.json,layer_16_23,GenImage,Midjourney,0.0577549453,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,56,0,"{'dense_bf16': 168, 'sparse_bf16': 56}",[],192,16,64
policy_034,34,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_034_type_k_proj.json,type_k_proj,GenImage,VQDM,0.0533969883,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_039,39,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_039_type_down_proj.json,type_down_proj,GenImage,glide,0.0549516178,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_034,34,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_034_type_k_proj.json,type_k_proj,GenImage,BigGAN,0.0769723384,192,96,96,0.98958333,1.00000000,0.97916667,0.98958333,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_029,29,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_029_layer_16_23.json,layer_16_23,GenImage,stable_diffusion_v_1_4,0.0576953596,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,56,0,"{'dense_bf16': 168, 'sparse_bf16': 56}",[],192,16,64
policy_039,39,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_039_type_down_proj.json,type_down_proj,GenImage,wukong,0.0555644479,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_029,29,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_029_layer_16_23.json,layer_16_23,GenImage,stable_diffusion_v_1_5,0.0581720310,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,56,0,"{'dense_bf16': 168, 'sparse_bf16': 56}",[],192,16,64
policy_039,39,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_039_type_down_proj.json,type_down_proj,GenImage,VQDM,0.0540183031,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_029,29,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_029_layer_16_23.json,layer_16_23,GenImage,ADM,0.0718174394,192,96,96,0.99479167,0.98958333,1.00000000,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,56,0,"{'dense_bf16': 168, 'sparse_bf16': 56}",[],192,16,64
policy_039,39,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_039_type_down_proj.json,type_down_proj,GenImage,BigGAN,0.0583763542,192,96,96,0.99479167,1.00000000,0.98958333,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,32,0,"{'dense_bf16': 192, 'sparse_bf16': 32}",[],192,16,64
policy_029,29,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_029_layer_16_23.json,layer_16_23,GenImage,glide,0.0649337182,192,96,96,0.99479167,0.98958333,1.00000000,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,56,0,"{'dense_bf16': 168, 'sparse_bf16': 56}",[],192,16,64
policy_029,29,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_029_layer_16_23.json,layer_16_23,GenImage,wukong,0.0806445504,192,96,96,0.98958333,0.97916667,1.00000000,0.98958333,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,56,0,"{'dense_bf16': 168, 'sparse_bf16': 56}",[],192,16,64
policy_029,29,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_029_layer_16_23.json,layer_16_23,GenImage,VQDM,0.0547668835,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,56,0,"{'dense_bf16': 168, 'sparse_bf16': 56}",[],192,16,64
policy_014,14,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_014_random_count_112_seed_11.json,random_count_112_seed_11,GenImage,Midjourney,0.0902733430,192,96,96,0.98437500,1.00000000,0.96875000,0.98437500,0.99788411,0.99813034,bfloat16,bf16_for_unreplaced_layers,112,0,"{'dense_bf16': 112, 'sparse_bf16': 112}",[],192,16,64
policy_029,29,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_029_layer_16_23.json,layer_16_23,GenImage,BigGAN,0.0908377754,192,96,96,0.98437500,0.96875000,1.00000000,0.98437500,0.99967448,0.99967891,bfloat16,bf16_for_unreplaced_layers,56,0,"{'dense_bf16': 168, 'sparse_bf16': 56}",[],192,16,64
policy_024,24,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_024_random_count_190_seed_11.json,random_count_190_seed_11,GenImage,Midjourney,0.1140105957,192,96,96,0.97916667,1.00000000,0.95833333,0.97916667,0.99848090,0.99854903,bfloat16,bf16_for_unreplaced_layers,190,0,"{'dense_bf16': 34, 'sparse_bf16': 190}",[],192,16,64
policy_014,14,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_014_random_count_112_seed_11.json,random_count_112_seed_11,GenImage,stable_diffusion_v_1_4,0.0535055712,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,112,0,"{'dense_bf16': 112, 'sparse_bf16': 112}",[],192,16,64
policy_024,24,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_024_random_count_190_seed_11.json,random_count_190_seed_11,GenImage,stable_diffusion_v_1_4,0.0722690523,192,96,96,0.98958333,0.97916667,1.00000000,0.98958333,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,190,0,"{'dense_bf16': 34, 'sparse_bf16': 190}",[],192,16,64
policy_014,14,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_014_random_count_112_seed_11.json,random_count_112_seed_11,GenImage,stable_diffusion_v_1_5,0.0592417760,192,96,96,0.99479167,1.00000000,0.98958333,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,112,0,"{'dense_bf16': 112, 'sparse_bf16': 112}",[],192,16,64
policy_024,24,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_024_random_count_190_seed_11.json,random_count_190_seed_11,GenImage,stable_diffusion_v_1_5,0.0679650372,192,96,96,0.99479167,1.00000000,0.98958333,0.99479167,0.99989149,0.99989261,bfloat16,bf16_for_unreplaced_layers,190,0,"{'dense_bf16': 34, 'sparse_bf16': 190}",[],192,16,64
policy_014,14,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_014_random_count_112_seed_11.json,random_count_112_seed_11,GenImage,ADM,0.0888327106,192,96,96,0.98437500,1.00000000,0.96875000,0.98437500,0.99886068,0.99884259,bfloat16,bf16_for_unreplaced_layers,112,0,"{'dense_bf16': 112, 'sparse_bf16': 112}",[],192,16,64
policy_024,24,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_024_random_count_190_seed_11.json,random_count_190_seed_11,GenImage,ADM,0.0792314019,192,96,96,0.99479167,0.98958333,1.00000000,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,190,0,"{'dense_bf16': 34, 'sparse_bf16': 190}",[],192,16,64
policy_014,14,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_014_random_count_112_seed_11.json,random_count_112_seed_11,GenImage,glide,0.0541715237,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,112,0,"{'dense_bf16': 112, 'sparse_bf16': 112}",[],192,16,64
policy_024,24,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_024_random_count_190_seed_11.json,random_count_190_seed_11,GenImage,glide,0.0645866003,192,96,96,0.99479167,0.98958333,1.00000000,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,190,0,"{'dense_bf16': 34, 'sparse_bf16': 190}",[],192,16,64
policy_019,19,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_019_random_count_157_seed_11.json,random_count_157_seed_11,GenImage,Midjourney,0.0926630475,192,96,96,0.98437500,1.00000000,0.96875000,0.98437500,0.99978299,0.99978410,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_014,14,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_014_random_count_112_seed_11.json,random_count_112_seed_11,GenImage,wukong,0.0547132362,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,112,0,"{'dense_bf16': 112, 'sparse_bf16': 112}",[],192,16,64
policy_024,24,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_024_random_count_190_seed_11.json,random_count_190_seed_11,GenImage,wukong,0.0696263354,192,96,96,0.99479167,0.98958333,1.00000000,0.99479167,0.99989149,0.99989261,bfloat16,bf16_for_unreplaced_layers,190,0,"{'dense_bf16': 34, 'sparse_bf16': 190}",[],192,16,64
policy_019,19,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_019_random_count_157_seed_11.json,random_count_157_seed_11,GenImage,stable_diffusion_v_1_4,0.0716223028,192,96,96,0.98437500,0.96875000,1.00000000,0.98437500,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_014,14,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_014_random_count_112_seed_11.json,random_count_112_seed_11,GenImage,VQDM,0.0541291699,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,112,0,"{'dense_bf16': 112, 'sparse_bf16': 112}",[],192,16,64
policy_024,24,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_024_random_count_190_seed_11.json,random_count_190_seed_11,GenImage,VQDM,0.0614762722,192,96,96,0.99479167,0.98958333,1.00000000,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,190,0,"{'dense_bf16': 34, 'sparse_bf16': 190}",[],192,16,64
policy_019,19,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_019_random_count_157_seed_11.json,random_count_157_seed_11,GenImage,stable_diffusion_v_1_5,0.0619859969,192,96,96,0.99479167,1.00000000,0.98958333,0.99479167,0.99989149,0.99989261,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_014,14,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_014_random_count_112_seed_11.json,random_count_112_seed_11,GenImage,BigGAN,0.0572543827,192,96,96,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,112,0,"{'dense_bf16': 112, 'sparse_bf16': 112}",[],192,16,64
policy_024,24,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_024_random_count_190_seed_11.json,random_count_190_seed_11,GenImage,BigGAN,0.0970636982,192,96,96,0.97916667,0.95833333,1.00000000,0.97916667,0.99858941,0.99851071,bfloat16,bf16_for_unreplaced_layers,190,0,"{'dense_bf16': 34, 'sparse_bf16': 190}",[],192,16,64
policy_019,19,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_019_random_count_157_seed_11.json,random_count_157_seed_11,GenImage,ADM,0.0772156073,192,96,96,0.98958333,0.97916667,1.00000000,0.98958333,0.99978299,0.99978741,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_019,19,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_019_random_count_157_seed_11.json,random_count_157_seed_11,GenImage,glide,0.0590382603,192,96,96,0.99479167,0.98958333,1.00000000,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_019,19,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_019_random_count_157_seed_11.json,random_count_157_seed_11,GenImage,wukong,0.0654794006,192,96,96,0.99479167,0.98958333,1.00000000,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_019,19,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_019_random_count_157_seed_11.json,random_count_157_seed_11,GenImage,VQDM,0.0575723446,192,96,96,0.99479167,0.98958333,1.00000000,0.99479167,1.00000000,1.00000000,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
policy_019,19,,,artifacts/debug/031_mirror_sparse_bf16_additivity_debug/policies/controlled_sparse_bf16/policy_019_random_count_157_seed_11.json,random_count_157_seed_11,GenImage,BigGAN,0.0825562794,192,96,96,0.98437500,0.96875000,1.00000000,0.98437500,0.99902344,0.99899116,bfloat16,bf16_for_unreplaced_layers,157,0,"{'dense_bf16': 67, 'sparse_bf16': 157}",[],192,16,64
